user_id,age,sex,user_lv_cd,user_reg_tm,user_reg_diff
209045,3,2,4,2013-06-11,3567
209046,3,2,5,2013-06-11,3567
209047,3,2,3,2013-06-11,3567
209048,3,2,5,2013-06-11,3567
209049,4,0,5,2013-06-11,3567
209050,2,0,3,2010-09-13,2565
209051,2,0,4,2013-06-11,3567
209052,3,0,5,2010-09-13,2565
209053,2,0,5,2010-09-13,2565
209054,2,1,4,2010-09-13,2565
209055,-1,2,5,2010-09-13,2565
209056,2,0,4,2013-06-11,3567
209057,3,2,2,2013-06-11,3567
209058,3,2,4,2013-06-11,3567
209059,3,2,4,2013-06-11,3567
209060,2,2,5,2013-06-11,3567
209061,3,0,5,2008-11-25,1908
209062,3,0,5,2010-09-13,2565
209063,3,2,5,2013-06-12,3568
209064,2,2,5,2013-06-12,3568
209065,4,0,4,2010-09-13,2565
209066,2,0,5,2010-09-13,2565
209067,-1,0,5,2010-09-13,2565
209068,2,2,2,2013-06-12,3568
209069,2,2,2,2013-06-12,3568
209070,-1,0,3,2010-09-13,2565
209071,-1,0,5,2010-09-13,2565
209072,2,0,5,2013-06-12,3568
209073,2,2,5,2013-06-12,3568
209074,2,0,5,2013-06-12,3568
209075,2,2,3,2013-06-12,3568
209076,4,0,4,2013-06-12,3568
209077,3,2,5,2013-06-12,3568
209078,2,0,5,2010-09-13,2565
209079,3,0,3,2013-06-12,3568
209080,2,0,4,2013-06-12,3568
209081,-1,0,5,2007-03-09,1281
209082,2,2,5,2013-06-12,3568
209083,3,2,5,2013-06-12,3568
209084,-1,0,4,2013-06-12,3568
209085,3,0,3,2013-06-12,3568
209086,-1,0,3,2010-09-13,2565
209087,3,0,5,2010-09-13,2565
209088,3,0,4,2013-06-12,3568
209089,1,2,5,2013-06-12,3568
209090,2,0,5,2010-09-13,2565
209091,2,2,5,2013-06-12,3568
209092,3,0,5,2013-06-12,3568
209093,2,2,4,2013-06-12,3568
209094,-1,2,5,2013-06-12,3568
209095,3,2,2,2013-06-12,3568
209096,2,2,4,2013-06-12,3568
209097,-1,2,3,2010-09-13,2565
209098,1,0,5,2013-06-12,3568
209099,2,0,5,2013-06-12,3568
209100,1,0,4,2013-06-12,3568
209101,2,2,3,2013-06-12,3568
209102,2,2,4,2013-06-12,3568
209103,3,2,5,2013-06-12,3568
209104,2,2,5,2013-06-12,3568
209105,2,0,4,2010-09-13,2565
209106,2,2,4,2013-06-12,3568
209107,3,0,5,2010-09-13,2565
209108,-1,2,5,2013-06-12,3568
209109,2,0,4,2013-06-12,3568
209110,2,0,4,2010-09-13,2565
209111,2,2,4,2013-06-12,3568
209112,2,0,3,2013-06-12,3568
209113,2,1,4,2013-06-12,3568
209114,1,0,5,2013-06-12,3568
209115,2,2,5,2013-06-12,3568
209116,3,2,3,2013-06-12,3568
209117,2,1,5,2008-11-26,1909
209118,2,0,4,2010-09-13,2565
209119,1,0,5,2013-06-12,3568
209120,3,2,3,2013-06-12,3568
209121,2,2,3,2013-06-12,3568
209122,3,0,5,2013-06-12,3568
209123,2,2,4,2013-06-12,3568
209124,-1,2,5,2013-06-12,3568
209125,3,2,3,2013-06-12,3568
209126,2,2,5,2013-06-12,3568
209127,3,2,3,2013-06-12,3568
209128,2,1,5,2013-06-12,3568
209129,1,0,5,2013-06-12,3568
209130,4,2,4,2013-06-12,3568
209131,3,2,3,2013-06-12,3568
209132,3,2,4,2013-06-12,3568
209133,1,2,2,2013-06-12,3568
209134,3,2,2,2013-06-12,3568
209135,2,2,2,2013-06-12,3568
209136,3,0,4,2010-09-13,2565
209137,-1,2,2,2013-06-12,3568
209138,3,0,5,2008-11-26,1909
209139,2,0,3,2010-09-13,2565
209140,1,1,3,2013-06-12,3568
209141,2,0,5,2013-06-12,3568
209142,2,0,4,2010-09-13,2565
209143,2,0,4,2013-06-12,3568
209144,2,2,5,2013-06-12,3568
209145,2,0,5,2010-09-13,2565
209146,-1,2,5,2013-06-12,3568
209147,3,2,3,2013-06-12,3568
209148,3,2,4,2013-06-12,3568
209149,-1,2,5,2013-06-12,3568
209150,3,2,2,2013-06-12,3568
209151,3,2,3,2013-06-12,3568
209152,2,0,4,2013-06-12,3568
209153,2,0,5,2013-06-12,3568
209154,3,0,3,2013-06-12,3568
209155,2,2,4,2013-06-12,3568
209156,3,2,4,2013-06-12,3568
209157,3,2,4,2013-06-12,3568
209158,3,0,5,2013-06-12,3568
209159,2,2,5,2013-06-12,3568
209160,-1,2,2,2013-06-12,3568
209161,2,0,5,2010-09-13,2565
209162,2,1,5,2013-06-12,3568
209163,2,1,3,2013-06-12,3568
209164,2,0,5,2013-06-12,3568
209165,2,2,4,2013-06-12,3568
209166,3,0,2,2010-09-13,2565
209167,2,0,5,2013-06-12,3568
209168,2,2,5,2013-06-12,3568
209169,2,2,5,2013-06-12,3568
209170,2,2,4,2013-06-12,3568
209171,2,2,4,2013-06-12,3568
209172,4,0,5,2007-03-09,1281
209173,2,2,5,2013-06-12,3568
209174,3,2,4,2013-06-12,3568
209175,3,2,4,2013-06-12,3568
209176,3,2,4,2013-06-12,3568
209177,3,2,4,2013-06-12,3568
209178,-1,0,2,2013-06-12,3568
209179,3,2,4,2013-06-12,3568
209180,3,0,4,2013-06-12,3568
209181,5,2,3,2013-06-13,3569
209182,2,2,3,2013-06-13,3569
209183,2,2,4,2013-06-13,3569
209184,3,2,5,2013-06-13,3569
209185,3,0,4,2013-06-13,3569
209186,3,2,4,2013-06-13,3569
209187,3,0,3,2010-09-13,2565
209188,3,0,3,2013-06-13,3569
209189,2,0,4,2013-06-13,3569
209190,3,0,4,2013-06-13,3569
209191,2,1,5,2010-09-13,2565
209192,2,1,3,2013-06-13,3569
209193,3,2,4,2013-06-13,3569
209194,2,2,4,2013-06-13,3569
209195,3,0,5,2010-09-13,2565
209196,3,0,5,2008-11-26,1909
209197,3,0,4,2013-06-13,3569
209198,-1,0,5,2010-09-13,2565
209199,2,2,5,2013-06-13,3569
209200,2,0,5,2010-09-13,2565
209201,3,0,5,2010-09-13,2565
209202,2,1,5,2013-06-13,3569
209203,-1,2,1,2013-06-13,3569
209204,2,2,4,2013-06-13,3569
209205,3,2,3,2013-06-13,3569
209206,2,0,4,2010-09-13,2565
209207,-1,2,5,2013-06-13,3569
209208,2,2,4,2013-06-13,3569
209209,2,2,4,2013-06-13,3569
209210,2,0,4,2010-09-13,2565
209211,2,2,3,2013-06-13,3569
209212,2,2,3,2013-06-13,3569
209213,3,0,5,2010-09-13,2565
209214,-1,0,5,2010-09-13,2565
209215,4,0,4,2013-06-13,3569
209216,3,2,4,2013-06-13,3569
209217,2,0,4,2013-06-13,3569
209218,2,0,4,2010-09-13,2565
209219,2,1,3,2010-09-13,2565
209220,2,0,5,2013-06-13,3569
209221,1,0,5,2013-06-13,3569
209222,2,0,4,2010-09-13,2565
209223,2,0,4,2013-06-13,3569
209224,3,2,5,2013-06-13,3569
209225,2,2,5,2013-06-13,3569
209226,4,0,5,2010-09-13,2565
209227,2,0,4,2010-09-13,2565
209228,2,2,5,2013-06-13,3569
209229,5,0,4,2010-09-13,2565
209230,3,2,4,2013-06-13,3569
209231,2,2,4,2013-06-13,3569
209232,2,1,5,2013-06-13,3569
209233,2,2,3,2013-06-13,3569
209234,3,0,4,2010-09-13,2565
209235,1,2,5,2013-06-13,3569
209236,2,2,3,2013-06-13,3569
209237,2,2,3,2013-06-13,3569
209238,1,2,4,2013-06-13,3569
209239,3,0,4,2010-09-13,2565
209240,-1,2,4,2013-06-13,3569
209241,2,0,5,2010-09-13,2565
209242,-1,0,2,2010-09-13,2565
209243,2,0,5,2013-06-13,3569
209244,3,1,5,2010-09-13,2565
209245,2,1,5,2013-06-13,3569
209246,3,0,4,2013-06-13,3569
209247,3,0,5,2013-06-13,3569
209248,1,2,2,2013-06-13,3569
209249,3,2,3,2013-06-13,3569
209250,3,0,5,2010-09-13,2565
209251,3,0,4,2010-09-13,2565
209252,2,0,5,2013-06-13,3569
209253,3,0,5,2010-09-13,2565
209254,3,0,5,2013-06-13,3569
209255,2,2,4,2013-06-13,3569
209256,2,0,5,2008-11-26,1909
209257,3,2,5,2013-06-13,3569
209258,3,2,3,2013-06-13,3569
209259,2,0,4,2010-09-13,2565
209260,2,0,5,2013-06-13,3569
209261,-1,2,1,2013-06-13,3569
209262,3,0,4,2013-06-13,3569
209263,2,0,5,2010-09-13,2565
209264,2,1,5,2013-06-13,3569
209265,3,0,5,2010-09-13,2565
209266,3,2,3,2013-06-13,3569
209267,2,2,3,2013-06-13,3569
209268,2,2,4,2013-06-13,3569
209269,3,2,3,2013-06-13,3569
209270,3,2,5,2013-06-13,3569
209271,1,0,5,2013-06-13,3569
209272,2,0,5,2013-06-13,3569
209273,2,0,5,2010-09-13,2565
209274,2,0,4,2013-06-13,3569
209275,-1,0,5,2010-09-14,2566
209276,-1,0,2,2008-11-26,1909
209277,1,2,4,2013-06-13,3569
209278,2,0,4,2013-06-13,3569
209279,2,2,4,2013-06-13,3569
209280,3,0,5,2013-06-13,3569
209281,3,2,3,2013-06-13,3569
209282,3,2,3,2013-06-13,3569
209283,-1,2,3,2013-06-13,3569
209284,2,0,5,2010-09-14,2566
209285,2,0,5,2010-09-14,2566
209286,2,0,5,2010-09-14,2566
209287,2,2,4,2013-06-13,3569
209288,1,0,5,2013-06-13,3569
209289,2,2,5,2013-06-13,3569
209290,2,0,5,2013-06-13,3569
209291,1,0,3,2013-06-13,3569
209292,2,2,4,2013-06-13,3569
209293,2,2,4,2013-06-13,3569
209294,3,2,4,2013-06-13,3569
209295,2,2,4,2013-06-13,3569
209296,2,2,4,2013-06-13,3569
209297,2,2,5,2013-06-13,3569
209298,3,0,3,2013-06-13,3569
209299,2,2,3,2013-06-13,3569
209300,3,0,5,2008-11-26,1909
209301,3,2,5,2013-06-14,3570
209302,2,0,4,2010-09-14,2566
209303,1,2,4,2013-06-14,3570
209304,2,2,5,2013-06-14,3570
209305,3,2,4,2013-06-14,3570
209306,3,2,4,2013-06-14,3570
209307,1,2,4,2013-06-14,3570
209308,3,2,5,2013-06-14,3570
209309,-1,0,5,2008-11-26,1909
209310,2,0,4,2010-09-14,2566
209311,3,2,3,2013-06-14,3570
209312,2,2,5,2013-06-14,3570
209313,2,2,5,2013-06-14,3570
209314,2,0,5,2013-06-14,3570
209315,2,2,5,2013-06-14,3570
209316,3,2,5,2013-06-14,3570
209317,2,0,5,2010-09-14,2566
209318,2,2,5,2013-06-14,3570
209319,2,1,4,2013-06-14,3570
209320,2,0,5,2010-09-14,2566
209321,3,2,5,2010-09-14,2566
209322,3,0,4,2007-03-10,1282
209323,2,2,4,2013-06-14,3570
209324,2,2,4,2013-06-14,3570
209325,4,2,2,2013-06-14,3570
209326,2,2,4,2013-06-14,3570
209327,3,0,4,2013-06-14,3570
209328,2,2,4,2013-06-14,3570
209329,-1,2,2,2013-06-14,3570
209330,4,2,4,2013-06-14,3570
209331,3,2,4,2013-06-14,3570
209332,2,2,4,2013-06-14,3570
209333,2,0,4,2010-09-14,2566
209334,3,0,4,2010-09-14,2566
209335,2,1,5,2013-06-14,3570
209336,-1,2,5,2013-06-14,3570
209337,2,2,3,2013-06-14,3570
209338,3,0,5,2013-06-14,3570
209339,2,2,4,2013-06-14,3570
209340,1,0,3,2010-09-14,2566
209341,2,0,5,2010-09-14,2566
209342,2,0,5,2010-09-14,2566
209343,2,2,5,2013-06-14,3570
209344,3,2,4,2013-06-14,3570
209345,2,2,4,2013-06-14,3570
209346,2,1,5,2010-09-14,2566
209347,3,2,5,2013-06-14,3570
209348,1,0,4,2010-09-14,2566
209349,2,2,5,2013-06-14,3570
209350,3,2,4,2013-06-14,3570
209351,2,0,4,2013-06-14,3570
209352,3,1,5,2008-11-26,1909
209353,3,2,5,2013-06-14,3570
209354,2,0,4,2013-06-14,3570
209355,3,1,4,2013-06-14,3570
209356,2,0,5,2008-11-26,1909
209357,2,1,4,2013-06-14,3570
209358,2,0,4,2010-09-14,2566
209359,2,0,5,2010-09-14,2566
209360,3,0,5,2010-09-14,2566
209361,2,2,5,2013-06-14,3570
209362,3,0,5,2010-09-14,2566
209363,-1,2,4,2013-06-14,3570
209364,-1,2,4,2013-06-14,3570
209365,2,2,4,2013-06-14,3570
209366,2,2,4,2013-06-14,3570
209367,-1,2,5,2013-06-14,3570
209368,2,2,3,2013-06-14,3570
209369,2,2,5,2013-06-14,3570
209370,1,2,3,2013-06-14,3570
209371,2,2,3,2013-06-14,3570
209372,3,0,5,2004-10-31,422
209373,3,1,2,2013-06-14,3570
209374,3,2,4,2013-06-14,3570
209375,2,1,5,2013-06-14,3570
209376,2,0,5,2010-09-14,2566
209377,3,0,5,2013-06-14,3570
209378,2,2,5,2013-06-14,3570
209379,2,1,5,2013-06-14,3570
209380,2,2,3,2013-06-14,3570
209381,-1,1,5,2010-09-14,2566
209382,2,1,5,2008-11-26,1909
209383,3,2,5,2013-06-14,3570
209384,3,2,4,2013-06-14,3570
209385,1,2,4,2013-06-14,3570
209386,3,2,5,2013-06-14,3570
209387,2,2,3,2013-06-14,3570
209388,2,2,3,2013-06-14,3570
209389,3,0,5,2010-09-14,2566
209390,3,0,5,2010-09-14,2566
209391,2,2,2,2013-06-14,3570
209392,3,1,5,2010-09-14,2566
209393,1,0,3,2013-06-14,3570
209394,3,2,3,2013-06-14,3570
209395,1,1,2,2016-05-11,4632
209396,2,2,2,2013-06-14,3570
209397,3,0,5,2008-11-26,1909
209398,2,1,2,2013-06-14,3570
209399,3,2,4,2013-06-14,3570
209400,2,0,5,2010-09-14,2566
209401,3,0,5,2010-09-14,2566
209402,2,0,5,2010-09-14,2566
209403,2,2,4,2013-06-14,3570
209404,2,0,3,2010-09-14,2566
209405,2,2,4,2013-06-14,3570
209406,3,2,4,2013-06-14,3570
209407,2,2,4,2013-06-14,3570
209408,2,2,5,2013-06-15,3571
209409,2,1,5,2010-09-14,2566
209410,2,0,4,2013-06-15,3571
209411,3,2,3,2013-06-15,3571
209412,3,2,4,2013-06-15,3571
209413,3,0,5,2008-11-26,1909
209414,2,2,3,2013-06-15,3571
209415,3,2,4,2013-06-15,3571
209416,2,2,3,2013-06-15,3571
209417,2,2,4,2013-06-15,3571
209418,-1,0,5,2008-11-27,1910
209419,2,2,5,2013-06-15,3571
209420,2,0,5,2013-06-15,3571
209421,3,0,4,2013-06-15,3571
209422,-1,2,3,2013-06-15,3571
209423,3,0,5,2013-06-15,3571
209424,3,2,4,2013-06-15,3571
209425,2,2,4,2013-06-15,3571
209426,2,1,4,2013-06-15,3571
209427,-1,2,2,2013-06-15,3571
209428,3,2,3,2013-06-15,3571
209429,2,0,4,2008-11-27,1910
209430,3,0,5,2013-06-15,3571
209431,2,0,4,2013-06-15,3571
209432,2,2,4,2013-06-15,3571
209433,2,2,3,2013-06-15,3571
209434,2,2,5,2013-06-15,3571
209435,2,0,5,2010-09-14,2566
209436,-1,0,2,2010-09-14,2566
209437,1,2,3,2013-06-15,3571
209438,-1,2,1,2013-06-15,3571
209439,2,0,5,2013-06-15,3571
209440,2,0,5,2013-06-15,3571
209441,2,0,5,2010-09-14,2566
209442,3,2,4,2013-06-15,3571
209443,2,0,3,2010-09-14,2566
209444,3,2,4,2013-06-15,3571
209445,2,2,4,2013-06-15,3571
209446,3,2,5,2013-06-15,3571
209447,2,0,4,2013-06-15,3571
209448,3,2,4,2013-06-15,3571
209449,3,2,5,2013-06-15,3571
209450,2,0,5,2010-09-14,2566
209451,3,0,3,2010-09-14,2566
209452,2,0,5,2013-06-15,3571
209453,2,2,4,2013-06-15,3571
209454,2,0,5,2010-09-14,2566
209455,2,2,4,2013-06-15,3571
209456,2,2,4,2013-06-15,3571
209457,1,2,4,2013-06-15,3571
209458,3,0,5,2013-06-15,3571
209459,2,2,5,2013-06-15,3571
209460,3,2,4,2013-06-15,3571
209461,2,0,5,2013-06-15,3571
209462,4,2,2,2013-06-15,3571
209463,2,0,4,2010-09-14,2566
209464,2,0,5,2010-09-14,2566
209465,2,2,5,2013-06-15,3571
209466,3,1,5,2013-06-15,3571
209467,2,0,3,2010-09-14,2566
209468,2,2,5,2013-06-15,3571
209469,1,0,5,2013-06-15,3571
209470,2,0,5,2013-06-15,3571
209471,2,2,4,2013-06-15,3571
209472,3,0,5,2013-06-15,3571
209473,2,0,5,2013-06-15,3571
209474,4,0,5,2013-06-15,3571
209475,2,0,4,2010-09-14,2566
209476,1,2,4,2013-06-15,3571
209477,2,1,3,2010-09-14,2566
209478,4,2,5,2013-06-15,3571
209479,2,0,5,2010-09-14,2566
209480,2,2,3,2013-06-15,3571
209481,3,0,3,2013-06-15,3571
209482,3,2,4,2013-06-15,3571
209483,2,2,3,2013-06-15,3571
209484,3,2,5,2013-06-15,3571
209485,2,0,4,2013-06-15,3571
209486,3,2,5,2013-06-15,3571
209487,2,0,5,2010-09-14,2566
209488,4,0,5,2013-06-15,3571
209489,2,2,4,2013-06-15,3571
209490,2,0,4,2013-06-15,3571
209491,-1,2,5,2013-06-15,3571
209492,-1,0,4,2013-06-15,3571
209493,2,2,4,2013-06-15,3571
209494,2,2,2,2013-06-15,3571
209495,2,0,4,2008-11-27,1910
209496,2,2,5,2013-06-15,3571
209497,1,2,4,2013-06-15,3571
209498,3,2,3,2013-06-15,3571
209499,5,0,5,2013-06-15,3571
209500,2,0,4,2013-06-15,3571
209501,-1,0,5,2008-11-27,1910
209502,1,0,5,2013-06-15,3571
209503,2,0,4,2010-09-14,2566
209504,2,0,4,2010-09-14,2566
209505,3,2,3,2013-06-15,3571
209506,2,2,3,2013-06-15,3571
209507,3,2,2,2013-06-15,3571
209508,2,2,3,2013-06-15,3571
209509,2,1,4,2010-09-14,2566
209510,2,0,3,2010-09-14,2566
209511,2,2,5,2013-06-15,3571
209512,1,1,4,2013-06-15,3571
209513,3,0,2,2013-06-15,3571
209514,2,0,5,2010-09-14,2566
209515,4,0,3,2010-09-15,2567
209516,2,2,5,2013-06-15,3571
209517,2,2,3,2013-06-15,3571
209518,3,2,4,2013-06-15,3571
209519,2,0,4,2010-09-15,2567
209520,2,0,5,2013-06-15,3571
209521,3,2,5,2013-06-15,3571
209522,2,2,5,2013-06-15,3571
209523,2,0,4,2013-06-15,3571
209524,3,0,5,2008-11-27,1910
209525,3,2,5,2013-06-15,3571
209526,2,2,5,2013-06-15,3571
209527,3,2,5,2013-06-15,3571
209528,3,2,4,2013-06-15,3571
209529,3,2,3,2013-06-15,3571
209530,2,2,4,2013-06-15,3571
209531,2,2,3,2013-06-15,3571
209532,3,0,4,2010-09-15,2567
209533,3,2,4,2013-06-16,3572
209534,1,0,4,2013-06-16,3572
209535,1,0,3,2013-06-16,3572
209536,1,0,4,2013-06-16,3572
209537,3,0,4,2013-06-16,3572
209538,5,0,4,2013-06-16,3572
209539,2,2,4,2013-06-16,3572
209540,2,2,5,2013-06-16,3572
209541,2,1,3,2013-06-16,3572
209542,2,0,5,2008-11-27,1910
209543,4,0,5,2010-09-15,2567
209544,2,0,3,2010-09-15,2567
209545,3,2,5,2013-06-16,3572
209546,4,2,3,2013-06-16,3572
209547,3,0,5,2008-11-27,1910
209548,3,2,4,2013-06-16,3572
209549,3,0,5,2010-09-15,2567
209550,1,0,4,2010-09-15,2567
209551,3,0,5,2010-09-15,2567
209552,2,2,5,2013-06-16,3572
209553,4,0,4,2013-06-16,3572
209554,3,0,5,2013-06-16,3572
209555,3,2,3,2013-06-16,3572
209556,4,2,4,2013-06-16,3572
209557,2,2,5,2013-06-16,3572
209558,3,2,3,2013-06-16,3572
209559,2,2,5,2013-06-16,3572
209560,3,2,3,2013-06-16,3572
209561,3,2,4,2013-06-16,3572
209562,-1,0,3,2013-06-16,3572
209563,3,0,5,2010-09-15,2567
209564,2,2,5,2013-06-16,3572
209565,3,0,5,2008-11-27,1910
209566,2,2,5,2013-06-16,3572
209567,3,2,4,2013-06-16,3572
209568,2,2,4,2013-06-16,3572
209569,2,0,4,2010-09-15,2567
209570,2,2,5,2013-06-16,3572
209571,2,2,4,2013-06-16,3572
209572,2,2,4,2013-06-16,3572
209573,2,2,5,2013-06-16,3572
209574,2,0,5,2008-11-27,1910
209575,2,2,4,2013-06-16,3572
209576,2,0,3,2010-09-15,2567
209577,1,0,4,2013-06-16,3572
209578,3,0,5,2008-11-27,1910
209579,1,2,5,2013-06-16,3572
209580,-1,0,4,2010-09-15,2567
209581,2,2,3,2013-06-16,3572
209582,2,0,4,2013-06-16,3572
209583,2,2,4,2013-06-16,3572
209584,2,0,5,2013-06-16,3572
209585,2,2,2,2013-06-16,3572
209586,2,2,5,2013-06-16,3572
209587,3,2,4,2013-06-16,3572
209588,2,0,5,2013-06-16,3572
209589,2,0,5,2010-09-15,2567
209590,2,0,5,2010-09-15,2567
209591,2,2,5,2013-06-16,3572
209592,2,0,4,2010-09-15,2567
209593,2,2,4,2010-09-15,2567
209594,-1,2,1,2013-06-16,3572
209595,2,2,3,2013-06-16,3572
209596,3,1,2,2013-06-16,3572
209597,-1,0,2,2010-09-15,2567
209598,3,0,5,2010-09-15,2567
209599,-1,2,2,2013-06-16,3572
209600,3,2,5,2013-06-16,3572
209601,2,2,5,2013-06-16,3572
209602,2,0,5,2010-09-15,2567
209603,2,0,5,2013-06-16,3572
209604,2,0,5,2010-09-15,2567
209605,2,2,4,2013-06-16,3572
209606,2,0,5,2010-09-15,2567
209607,5,2,3,2013-06-16,3572
209608,2,2,4,2013-06-16,3572
209609,3,2,3,2013-06-16,3572
209610,1,0,5,2013-06-16,3572
209611,2,2,3,2013-06-16,3572
209612,2,0,5,2013-06-16,3572
209613,-1,2,2,2013-06-16,3572
209614,3,2,4,2013-06-16,3572
209615,2,0,5,2010-09-15,2567
209616,3,2,5,2013-06-16,3572
209617,2,2,3,2013-06-16,3572
209618,3,2,3,2013-06-16,3572
209619,-1,2,2,2013-06-16,3572
209620,3,2,4,2013-06-16,3572
209621,3,2,3,2013-06-16,3572
209622,2,0,4,2013-06-16,3572
209623,2,2,4,2013-06-16,3572
209624,3,2,2,2013-06-16,3572
209625,3,2,2,2013-06-16,3572
209626,4,0,3,2013-06-16,3572
209627,2,0,3,2010-09-15,2567
209628,3,2,3,2013-06-16,3572
209629,3,2,3,2013-06-16,3572
209630,2,0,3,2013-06-16,3572
209631,2,0,5,2008-11-27,1910
209632,-1,2,2,2013-06-16,3572
209633,5,2,4,2013-06-16,3572
209634,2,0,5,2010-09-15,2567
209635,2,2,4,2013-06-16,3572
209636,2,1,4,2013-06-16,3572
209637,-1,2,1,2013-06-16,3572
209638,2,2,4,2013-06-16,3572
209639,3,0,5,2010-09-15,2567
209640,2,2,4,2013-06-16,3572
209641,3,1,4,2013-06-16,3572
209642,2,2,3,2013-06-16,3572
209643,-1,2,3,2013-06-16,3572
209644,2,2,5,2013-06-16,3572
209645,3,2,3,2013-06-16,3572
209646,3,0,5,2013-06-16,3572
209647,2,2,4,2013-06-16,3572
209648,2,2,2,2013-06-16,3572
209649,2,2,3,2010-09-15,2567
209650,3,0,5,2013-06-16,3572
209651,2,0,4,2010-09-15,2567
209652,2,0,5,2013-06-16,3572
209653,2,2,5,2013-06-16,3572
209654,2,2,5,2013-06-16,3572
209655,3,2,5,2013-06-16,3572
209656,2,2,4,2013-06-17,3573
209657,3,0,5,2008-11-27,1910
209658,2,2,4,2013-06-17,3573
209659,2,0,5,2004-11-01,423
209660,3,0,4,2013-06-17,3573
209661,2,0,5,2010-09-15,2567
209662,2,2,4,2013-06-17,3573
209663,2,2,3,2013-06-17,3573
209664,3,2,5,2013-06-17,3573
209665,2,0,5,2008-11-27,1910
209666,2,2,5,2013-06-17,3573
209667,2,2,4,2013-06-17,3573
209668,1,0,4,2013-06-17,3573
209669,2,1,5,2013-06-17,3573
209670,3,1,4,2013-06-17,3573
209671,2,2,5,2013-06-17,3573
209672,2,1,5,2010-09-15,2567
209673,2,2,5,2013-06-17,3573
209674,2,1,5,2010-09-15,2567
209675,2,1,4,2013-06-17,3573
209676,1,0,5,2013-06-17,3573
209677,3,2,4,2013-06-17,3573
209678,3,2,5,2013-06-17,3573
209679,2,2,4,2013-06-17,3573
209680,-1,0,4,2010-09-15,2567
209681,2,0,5,2010-09-15,2567
209682,3,0,3,2010-09-15,2567
209683,-1,2,2,2013-06-17,3573
209684,3,2,4,2013-06-17,3573
209685,3,2,5,2013-06-17,3573
209686,3,1,3,2013-06-17,3573
209687,2,2,5,2013-06-17,3573
209688,4,0,4,2013-06-17,3573
209689,3,2,5,2013-06-17,3573
209690,-1,0,4,2008-11-27,1910
209691,2,0,5,2013-06-17,3573
209692,1,0,4,2010-09-15,2567
209693,3,1,5,2010-09-15,2567
209694,5,0,5,2010-09-15,2567
209695,1,2,4,2013-06-17,3573
209696,2,1,3,2013-06-17,3573
209697,2,2,5,2013-06-17,3573
209698,3,2,3,2013-06-17,3573
209699,1,0,5,2013-06-17,3573
209700,2,2,5,2013-06-17,3573
209701,2,2,5,2013-06-17,3573
209702,2,2,3,2013-06-17,3573
209703,3,2,5,2013-06-17,3573
209704,3,2,3,2013-06-17,3573
209705,3,2,5,2013-06-17,3573
209706,1,2,4,2013-06-17,3573
209707,2,1,5,2010-09-15,2567
209708,2,2,3,2013-06-17,3573
209709,2,0,5,2010-09-15,2567
209710,2,2,3,2013-06-17,3573
209711,2,2,5,2013-06-17,3573
209712,1,2,4,2013-06-17,3573
209713,-1,2,2,2013-06-17,3573
209714,2,2,5,2013-06-17,3573
209715,1,2,3,2013-06-17,3573
209716,1,0,5,2010-09-15,2567
209717,2,2,5,2013-06-17,3573
209718,3,0,5,2013-06-17,3573
209719,2,0,5,2010-09-15,2567
209720,2,2,4,2013-06-17,3573
209721,2,2,5,2013-06-17,3573
209722,2,0,5,2010-09-15,2567
209723,2,2,4,2013-06-17,3573
209724,3,2,3,2013-06-17,3573
209725,3,2,3,2013-06-17,3573
209726,2,0,4,2013-06-17,3573
209727,-1,0,3,2010-09-15,2567
209728,2,0,5,2010-09-16,2568
209729,2,0,5,2010-09-16,2568
209730,3,1,5,2010-09-16,2568
209731,1,2,3,2013-06-17,3573
209732,5,2,3,2013-06-17,3573
209733,2,2,5,2013-06-17,3573
209734,1,0,5,2013-06-17,3573
209735,4,2,4,2013-06-17,3573
209736,2,2,4,2013-06-17,3573
209737,2,2,4,2013-06-17,3573
209738,1,2,2,2013-06-17,3573
209739,-1,0,4,2010-09-16,2568
209740,2,0,4,2013-06-17,3573
209741,2,0,5,2013-06-17,3573
209742,2,0,5,2010-09-16,2568
209743,3,0,5,2010-09-16,2568
209744,3,2,3,2013-06-17,3573
209745,3,1,5,2010-09-16,2568
209746,2,2,2,2013-06-17,3573
209747,2,0,4,2013-06-17,3573
209748,3,2,5,2013-06-17,3573
209749,3,0,4,2010-09-16,2568
209750,2,0,5,2010-09-16,2568
209751,2,0,4,2010-09-16,2568
209752,2,2,3,2013-06-17,3573
209753,2,0,5,2010-09-16,2568
209754,2,2,4,2013-06-17,3573
209755,2,2,4,2013-06-17,3573
209756,3,2,4,2013-06-17,3573
209757,2,0,4,2010-09-16,2568
209758,2,0,5,2010-09-16,2568
209759,2,0,3,2013-06-17,3573
209760,1,2,2,2013-06-17,3573
209761,2,0,4,2013-06-17,3573
209762,4,0,4,2010-09-16,2568
209763,2,1,5,2010-09-16,2568
209764,3,0,3,2013-06-17,3573
209765,2,2,3,2013-06-17,3573
209766,2,2,4,2013-06-17,3573
209767,2,0,5,2010-09-16,2568
209768,-1,2,2,2013-06-17,3573
209769,3,2,3,2013-06-17,3573
209770,2,0,4,2013-06-17,3573
209771,2,0,5,2010-09-16,2568
209772,2,2,4,2013-06-17,3573
209773,2,2,4,2013-06-17,3573
209774,2,2,4,2013-06-17,3573
209775,2,2,4,2013-06-17,3573
209776,2,0,5,2008-11-28,1911
