sku_id,a1,a2,a3,cate,brand,browse_num,addcart_num,delcart_num,buy_num,favor_num,click_num,buy_addcart_ratio,buy_browse_ratio,buy_click_ratio,buy_favor_ratio,comment_num,has_bad_comment,bad_comment_rate
139497,3,1,2,8,489,,,,,,,,,,,,,
139500,1,1,2,8,800,,,,,,,,,,,,,
139504,1,2,2,8,30,,,,,,,,,,,,,
139506,3,2,2,8,489,,,,,,,,,,,,,
139516,3,1,1,8,489,,,,,,,,,,,,,
139537,2,-1,-1,8,623,,,,,,,,,,,,,
139538,3,1,2,8,489,,,,,,,,,,,4.0,1.0,0.0741
139541,3,2,2,8,489,,,,,,,,,,,,,
139554,2,2,2,8,124,,,,,,,,,,,,,
139559,1,1,2,8,800,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.068
139565,3,1,-1,8,214,1.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,0.0,0.0
139568,3,2,2,8,214,,,,,,,,,,,,,
139569,3,1,1,8,214,,,,,,,,,,,,,
139575,3,1,1,8,489,,,,,,,,,,,,,
139576,-1,1,-1,8,244,,,,,,,,,,,4.0,1.0,0.0145
139586,3,2,2,8,214,,,,,,,,,,,3.0,1.0,0.0714
139591,3,1,-1,8,214,,,,,,,,,,,,,
139597,3,1,1,8,214,,,,,,,,,,,,,
139601,3,2,1,8,214,,,,,,,,,,,,,
13961,2,1,2,8,124,,,,,,,,,,,3.0,1.0,0.1
139623,1,2,1,8,30,,,,,,,,,,,,,
139626,-1,2,1,8,484,,,,,,,,,,,4.0,1.0,0.0202
139628,2,1,2,8,655,,,,,,,,,,,,,
139647,3,1,1,8,571,,,,,,,,,,,,,
139657,3,1,2,8,214,,,,,,,,,,,3.0,0.0,0.0
13966,3,2,2,8,489,,,,,,,,,,,,,
139678,1,2,1,8,30,,,,,,,,,,,2.0,0.0,0.0
139679,3,2,1,8,489,,,,,,,,,,,,,
139681,1,1,2,8,403,,,,,,,,,,,3.0,1.0,0.0417
139689,3,1,1,8,214,,,,,,,,,,,,,
139691,3,-1,1,8,489,,,,,,,,,,,,,
139701,1,1,2,8,658,,,,,,,,,,,4.0,1.0,0.1754
139705,3,2,1,8,489,,,,,,,,,,,,,
139717,3,2,2,8,489,,,,,,,,,,,,,
139719,3,1,2,8,489,,,,,,,,,,,,,
139723,3,2,2,8,214,,,,,,,,,,,,,
139724,3,2,2,8,214,,,,,,,,,,,,,
139735,3,-1,-1,8,489,,,,,,,,,,,,,
139751,2,1,2,8,812,,,,,,,,,,,,,
139759,1,1,2,8,403,,,,,,,,,,,,,
139766,3,1,2,8,489,,,,,,,,,,,1.0,0.0,0.0
139776,1,-1,1,8,800,,,,,,,,,,,,,
139778,3,1,1,8,489,,,,,,,,,,,,,
139782,3,1,1,8,489,,,,,,,,,,,,,
139786,3,1,1,8,489,,,,,,,,,,,,,
139808,-1,1,1,8,88,,,,,,,,,,,,,
139810,2,1,2,8,76,,,,,,,,,,,,,
139842,2,-1,2,8,623,,,,,,,,,,,,,
139845,-1,-1,1,8,717,,,,,,,,,,,,,
13985,2,2,1,8,812,,,,,,,,,,,,,
13986,3,1,1,8,214,,,,,,,,,,,,,
139869,3,-1,2,8,489,,,,,,,,,,,,,
139890,-1,1,-1,8,244,,,,,,,,,,,3.0,1.0,0.0625
13991,3,1,2,8,214,,,,,,,,,,,,,
139919,3,2,1,8,214,,,,,,,,,,,,,
139926,2,1,2,8,812,,,,,,,,,,,,,
139931,3,1,2,8,214,,,,,,,,,,,,,
139932,3,1,2,8,489,,,,,,,,,,,,,
139950,2,1,2,8,812,,,,,,,,,,,2.0,1.0,0.1111
139953,3,1,1,8,571,,,,,,,,,,,,,
139955,3,1,2,8,489,,,,,,,,,,,,,
139957,2,2,2,8,812,,,,,,,,,,,,,
139959,3,1,2,8,489,,,,,,,,,,,,,
13998,3,2,2,8,571,,,,,,,,,,,,,
139981,3,1,2,8,489,,,,,,,,,,,,,
139984,3,1,2,8,214,,,,,,,,,,,,,
14,3,1,1,8,214,,,,,,,,,,,3.0,1.0,0.08
140007,3,1,-1,8,489,,,,,,,,,,,,,
140008,3,-1,-1,8,214,,,,,,,,,,,,,
140012,3,1,2,8,214,,,,,,,,,,,3.0,1.0,0.125
140019,2,2,2,8,623,,,,,,,,,,,,,
140021,3,2,1,8,214,,,,,,,,,,,,,
14003,1,1,1,8,885,,,,,,,,,,,,,
140030,3,1,2,8,214,,,,,,,,,,,,,
140046,3,1,2,8,214,,,,,,,,,,,,,
140055,2,2,2,8,124,,,,,,,,,,,,,
140058,3,1,2,8,214,,,,,,,,,,,,,
140064,2,1,2,8,812,,,,,,,,,,,,,
140072,2,1,1,8,812,,,,,,,,,,,,,
14009,3,1,2,8,489,,,,,,,,,,,,,
140091,2,2,1,8,124,,,,,,,,,,,2.0,0.0,0.0
140108,3,1,2,8,489,,,,,,,,,,,,,
140117,3,1,2,8,489,,,,,,,,,,,,,
140121,3,1,1,8,214,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0222
140128,1,1,2,8,30,,,,,,,,,,,,,
140134,3,2,2,8,214,,,,,,,,,,,,,
140135,3,1,2,8,489,,,,,,,,,,,3.0,1.0,0.1364
140136,3,1,2,8,489,,,,,,,,,,,,,
140137,2,1,2,8,623,,,,,,,,,,,3.0,0.0,0.0
140148,1,1,2,8,3,,,,,,,,,,,,,
140154,2,2,2,8,623,,,,,,,,,,,,,
140158,3,-1,-1,8,214,,,,,,,,,,,,,
140160,-1,1,1,8,790,,,,,,,,,,,3.0,1.0,0.1163
140164,3,2,2,8,214,,,,,,,,,,,,,
140166,3,1,-1,8,214,,,,,,,,,,,4.0,1.0,0.0225
14020,3,1,2,8,489,,,,,,,,,,,2.0,0.0,0.0
14021,1,2,1,8,885,,,,,,,,,,,1.0,0.0,0.0
140211,1,2,1,8,545,,,,,,,,,,,4.0,0.0,0.0
14022,-1,-1,1,8,790,,,,,,,,,,,,,
140220,3,1,2,8,214,,,,,,,,,,,,,
140223,1,1,1,8,403,,,,,,,,,,,3.0,1.0,0.0769
140230,3,-1,2,8,489,,,,,,,,,,,,,
14024,2,2,2,8,635,,,,,,,,,,,,,
140245,2,2,2,8,635,,,,,,,,,,,,,
140261,1,1,1,8,800,,,,,,,,,,,,,
140282,1,2,-1,8,693,,,,,,,,,,,,,
140289,3,1,1,8,489,,,,,,,,,,,4.0,1.0,0.0538
140291,1,-1,-1,8,658,,,,,,,,,,,,,
140296,3,1,2,8,489,,,,,,,,,,,4.0,1.0,0.0449
140300,-1,-1,1,8,515,,,,,,,,,,,4.0,1.0,0.0505
140307,3,-1,-1,8,214,,,,,,,,,,,,,
140308,3,1,2,8,214,,,,,,,,,,,2.0,0.0,0.0
140310,3,1,2,8,571,,,,,,,,,,,,,
140318,2,1,2,8,623,,,,,,,,,,,3.0,0.0,0.0
140339,-1,1,2,8,25,,,,,,,,,,,,,
140359,1,2,2,8,885,,,,,,,,,,,2.0,0.0,0.0
140363,1,1,1,8,677,,,,,,,,,,,,,
140376,2,2,2,8,635,,,,,,,,,,,,,
140383,3,2,1,8,214,,,,,,,,,,,2.0,1.0,0.1111
140384,3,-1,-1,8,214,,,,,,,,,,,,,
140387,3,1,1,8,214,,,,,,,,,,,,,
140388,3,1,-1,8,489,,,,,,,,,,,2.0,0.0,0.0
140400,2,1,2,8,812,,,,,,,,,,,,,
140408,3,1,2,8,489,,,,,,,,,,,,,
140409,3,1,2,8,214,,,,,,,,,,,,,
140411,2,1,-1,8,812,,,,,,,,,,,,,
140429,1,1,1,8,545,,,,,,,,,,,,,
14043,3,2,1,8,214,,,,,,,,,,,,,
140434,1,1,2,8,658,,,,,,,,,,,,,
140435,2,2,2,8,623,,,,,,,,,,,3.0,0.0,0.0
140437,3,1,-1,8,489,,,,,,,,,,,,,
140440,1,1,1,8,885,,,,,,,,,,,4.0,1.0,0.0551
140441,3,1,2,8,214,,,,,,,,,,,,,
140445,3,1,1,8,489,,,,,,,,,,,1.0,0.0,0.0
140447,3,1,1,8,214,,,,,,,,,,,,,
140459,3,2,1,8,214,,,,,,,,,,,3.0,0.0,0.0
140465,3,1,1,8,489,,,,,,,,,,,2.0,1.0,0.1429
140472,3,-1,1,8,489,,,,,,,,,,,,,
140477,-1,1,1,8,801,,,,,,,,,,,4.0,1.0,0.1373
140484,3,2,2,8,489,,,,,,,,,,,,,
140491,3,2,2,8,214,,,,,,,,,,,,,
140498,3,1,1,8,489,,,,,,,,,,,4.0,1.0,0.0331
140501,3,1,2,8,214,,,,,,,,,,,,,
140509,-1,1,2,8,244,,,,,,,,,,,2.0,1.0,0.625
140511,3,2,2,8,214,4.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,,,
140513,3,2,2,8,489,,,,,,,,,,,,,
140524,3,2,2,8,306,,,,,,,,,,,,,
140538,3,1,2,8,214,,,,,,,,,,,,,
140540,-1,2,1,8,766,,,,,,,,,,,,,
140545,1,1,2,8,800,,,,,,,,,,,,,
140546,1,-1,-1,8,403,,,,,,,,,,,,,
140554,3,1,1,8,489,,,,,,,,,,,,,
140558,3,2,-1,8,214,,,,,,,,,,,2.0,0.0,0.0
14056,3,2,-1,8,214,,,,,,,,,,,,,
140573,3,-1,-1,8,306,,,,,,,,,,,,,
140591,1,1,2,8,885,,,,,,,,,,,,,
140593,3,1,2,8,489,,,,,,,,,,,,,
140594,-1,1,1,8,562,,,,,,,,,,,,,
140595,3,2,2,8,214,,,,,,,,,,,3.0,1.0,0.0769
140598,3,1,1,8,214,,,,,,,,,,,0.0,0.0,0.0
140602,1,1,2,8,596,,,,,,,,,,,0.0,0.0,0.0
140609,-1,-1,-1,8,622,,,,,,,,,,,,,
140610,3,1,2,8,214,,,,,,,,,,,4.0,1.0,0.0298
140611,3,1,2,8,489,,,,,,,,,,,,,
140617,2,1,2,8,635,,,,,,,,,,,,,
140620,3,1,-1,8,214,,,,,,,,,,,,,
140647,2,1,1,8,124,,,,,,,,,,,,,
14066,2,1,2,8,812,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,2.0,0.0,0.0
140666,2,2,-1,8,124,,,,,,,,,,,,,
140668,-1,2,1,8,801,,,,,,,,,,,,,
140671,3,1,-1,8,489,,,,,,,,,,,,,
140680,3,2,2,8,214,,,,,,,,,,,1.0,0.0,0.0
140685,3,2,2,8,489,,,,,,,,,,,,,
140686,3,1,1,8,489,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0
140687,3,1,1,8,489,8.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,,4.0,1.0,0.0323
140688,3,1,2,8,489,,,,,,,,,,,4.0,1.0,0.0169
14069,3,1,2,8,214,,,,,,,,,,,,,
140695,3,1,2,8,214,,,,,,,,,,,,,
140700,3,1,2,8,489,,,,,,,,,,,,,
140701,3,1,2,8,489,,,,,,,,,,,,,
140702,2,1,2,8,623,4.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.0333
140711,3,2,2,8,214,,,,,,,,,,,2.0,0.0,0.0
14072,3,1,1,8,489,,,,,,,,,,,4.0,1.0,0.0179
140720,3,2,1,8,214,,,,,,,,,,,,,
140727,2,1,-1,8,812,,,,,,,,,,,,,
14074,3,1,1,8,489,,,,,,,,,,,2.0,0.0,0.0
140740,2,1,2,8,124,,,,,,,,,,,,,
140754,3,1,2,8,214,,,,,,,,,,,,,
140757,2,1,2,8,124,,,,,,,,,,,,,
140759,3,1,1,8,489,,,,,,,,,,,,,
140762,3,2,2,8,489,,,,,,,,,,,,,
140769,3,-1,1,8,489,,,,,,,,,,,,,
140774,3,2,2,8,306,,,,,,,,,,,,,
140777,1,1,2,8,885,,,,,,,,,,,4.0,1.0,0.0373
14078,2,1,1,8,812,,,,,,,,,,,,,
14080,2,1,2,8,623,,,,,,,,,,,,,
140800,3,2,2,8,489,,,,,,,,,,,,,
140801,3,2,1,8,489,,,,,,,,,,,,,
140807,1,1,2,8,658,18.0,0.0,1.0,0.0,0.0,20.0,,0.0,0.0,,4.0,1.0,0.0257
140808,3,-1,-1,8,489,,,,,,,,,,,,,
140817,2,1,2,8,635,,,,,,,,,,,,,
140818,3,2,1,8,214,,,,,,,,,,,,,
140824,1,2,1,8,545,,,,,,,,,,,,,
140856,1,1,-1,8,545,,,,,,,,,,,,,
14086,3,1,2,8,489,,,,,,,,,,,4.0,1.0,0.0685
140870,3,1,2,8,489,,,,,,,,,,,4.0,0.0,0.0
14088,2,1,2,8,635,,,,,,,,,,,,,
140881,2,2,2,8,124,,,,,,,,,,,,,
140893,3,1,1,8,489,,,,,,,,,,,2.0,0.0,0.0
1409,2,1,1,8,76,,,,,,,,,,,,,
14090,3,2,-1,8,306,,,,,,,,,,,,,
140900,3,1,2,8,489,,,,,,,,,,,,,
140906,3,1,-1,8,214,,,,,,,,,,,3.0,0.0,0.0
140913,3,-1,-1,8,489,,,,,,,,,,,,,
140915,2,1,1,8,655,13.0,0.0,0.0,0.0,0.0,19.0,,0.0,0.0,,0.0,0.0,0.0
140918,3,1,1,8,489,,,,,,,,,,,3.0,0.0,0.0
140924,3,1,1,8,489,,,,,,,,,,,,,
140932,3,1,2,8,489,,,,,,,,,,,,,
140948,3,1,2,8,571,,,,,,,,,,,,,
140953,2,2,2,8,623,,,,,,,,,,,,,
140957,2,1,2,8,623,,,,,,,,,,,,,
140973,3,1,2,8,489,,,,,,,,,,,,,
14099,2,2,2,8,804,,,,,,,,,,,,,
140993,3,-1,-1,8,214,,,,,,,,,,,3.0,0.0,0.0
140997,3,2,2,8,214,,,,,,,,,,,,,
141003,3,2,-1,8,214,,,,,,,,,,,,,
141008,2,1,2,8,124,,,,,,,,,,,,,
141018,3,1,2,8,214,,,,,,,,,,,2.0,0.0,0.0
141022,3,1,2,8,489,,,,,,,,,,,,,
141032,3,1,1,8,214,,,,,,,,,,,,,
141034,3,1,1,8,214,,,,,,,,,,,3.0,1.0,0.0526
141039,1,1,2,8,693,,,,,,,,,,,,,
141050,2,2,-1,8,812,,,,,,,,,,,1.0,0.0,0.0
141054,3,-1,2,8,214,,,,,,,,,,,,,
141055,3,1,-1,8,489,,,,,,,,,,,,,
141057,3,1,2,8,306,,,,,,,,,,,,,
141068,-1,1,-1,8,562,,,,,,,,,,,,,
141083,3,1,2,8,489,,,,,,,,,,,,,
141094,3,2,-1,8,214,0.0,0.0,0.0,0.0,0.0,4.0,,,0.0,,4.0,1.0,0.02
141097,3,1,2,8,214,,,,,,,,,,,3.0,1.0,0.0435
141110,2,1,2,8,812,,,,,,,,,,,,,
141113,3,1,2,8,214,,,,,,,,,,,,,
141117,-1,1,2,8,88,,,,,,,,,,,,,
141121,2,-1,-1,8,623,,,,,,,,,,,,,
141125,3,-1,1,8,489,,,,,,,,,,,,,
141134,1,1,-1,8,545,,,,,,,,,,,,,
141144,1,1,2,8,545,,,,,,,,,,,,,
141146,2,1,2,8,623,,,,,,,,,,,2.0,1.0,0.6
141148,2,1,2,8,124,,,,,,,,,,,1.0,0.0,0.0
14115,3,1,1,8,214,,,,,,,,,,,,,
141152,3,1,-1,8,214,,,,,,,,,,,,,
141153,2,2,2,8,124,,,,,,,,,,,,,
141155,3,1,1,8,214,,,,,,,,,,,,,
141161,3,1,2,8,214,,,,,,,,,,,,,
141166,3,-1,2,8,489,,,,,,,,,,,,,
141167,1,1,2,8,427,12.0,3.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,,4.0,1.0,0.0367
141172,3,1,2,8,489,,,,,,,,,,,2.0,0.0,0.0
141174,3,1,2,8,214,,,,,,,,,,,3.0,1.0,0.2727
141200,2,2,2,8,355,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,2.0,1.0,0.1
141201,3,2,1,8,214,,,,,,,,,,,2.0,1.0,0.3333
141203,3,1,2,8,214,,,,,,,,,,,,,
141210,3,1,2,8,214,,,,,,,,,,,,,
141214,3,-1,2,8,214,,,,,,,,,,,,,
14122,2,-1,-1,8,623,,,,,,,,,,,,,
141253,3,2,-1,8,489,,,,,,,,,,,,,
141257,2,1,1,8,812,,,,,,,,,,,3.0,1.0,0.0323
141267,3,1,2,8,489,,,,,,,,,,,2.0,0.0,0.0
141271,3,2,2,8,489,,,,,,,,,,,,,
141277,3,2,2,8,489,,,,,,,,,,,,,
141280,3,2,1,8,489,,,,,,,,,,,3.0,0.0,0.0
141281,3,1,2,8,214,,,,,,,,,,,2.0,0.0,0.0
141283,3,1,2,8,489,,,,,,,,,,,2.0,0.0,0.0
141284,-1,-1,1,8,622,,,,,,,,,,,2.0,1.0,0.1
141287,-1,-1,-1,8,622,,,,,,,,,,,2.0,1.0,0.5
141305,-1,-1,-1,8,857,,,,,,,,,,,,,
141307,3,1,1,8,571,,,,,,,,,,,,,
141312,1,2,2,8,30,,,,,,,,,,,,,
141317,3,1,2,8,489,,,,,,,,,,,,,
141325,3,1,-1,8,489,,,,,,,,,,,,,
141329,2,2,2,8,623,,,,,,,,,,,2.0,1.0,0.3333
141347,3,1,2,8,214,,,,,,,,,,,,,
141348,3,2,2,8,214,,,,,,,,,,,,,
141352,-1,-1,1,8,484,,,,,,,,,,,3.0,0.0,0.0
141353,3,-1,2,8,489,,,,,,,,,,,,,
141370,3,2,2,8,489,,,,,,,,,,,,,
141376,3,1,-1,8,214,,,,,,,,,,,2.0,0.0,0.0
141380,1,1,1,8,693,,,,,,,,,,,,,
141389,2,1,1,8,635,,,,,,,,,,,,,
141392,3,1,-1,8,214,,,,,,,,,,,,,
141396,3,-1,1,8,489,,,,,,,,,,,1.0,0.0,0.0
141406,2,1,2,8,124,,,,,,,,,,,1.0,1.0,1.0
141408,3,2,1,8,214,,,,,,,,,,,,,
141411,2,-1,-1,8,623,,,,,,,,,,,,,
141415,3,2,2,8,489,,,,,,,,,,,,,
141431,3,1,1,8,489,,,,,,,,,,,,,
141441,3,1,-1,8,489,,,,,,,,,,,,,
141443,2,2,1,8,124,,,,,,,,,,,,,
141446,3,1,1,8,489,,,,,,,,,,,,,
14146,3,1,1,8,489,,,,,,,,,,,,,
141460,1,1,2,8,677,,,,,,,,,,,3.0,0.0,0.0
141473,3,1,2,8,489,,,,,,,,,,,,,
141482,2,1,2,8,623,,,,,,,,,,,,,
141491,2,2,2,8,124,,,,,,,,,,,1.0,0.0,0.0
141495,-1,1,2,8,174,,,,,,,,,,,,,
141498,3,1,1,8,214,,,,,,,,,,,2.0,0.0,0.0
14150,3,1,1,8,214,,,,,,,,,,,,,
141509,3,1,2,8,214,,,,,,,,,,,,,
141510,3,1,1,8,214,,,,,,,,,,,,,
141511,2,1,1,8,812,,,,,,,,,,,,,
141521,3,2,2,8,214,,,,,,,,,,,,,
14153,3,2,2,8,489,,,,,,,,,,,1.0,0.0,0.0
141535,3,2,1,8,214,,,,,,,,,,,,,
141543,3,1,1,8,214,,,,,,,,,,,,,
141545,1,2,1,8,545,,,,,,,,,,,,,
141551,3,-1,2,8,489,,,,,,,,,,,,,
141555,3,1,2,8,489,,,,,,,,,,,,,
141556,1,2,1,8,30,,,,,,,,,,,,,
14156,3,2,1,8,214,,,,,,,,,,,2.0,0.0,0.0
141561,1,-1,1,8,800,,,,,,,,,,,,,
141562,3,-1,-1,8,214,,,,,,,,,,,,,
141563,3,2,2,8,214,,,,,,,,,,,,,
141571,3,1,2,8,489,,,,,,,,,,,,,
141573,3,1,2,8,571,,,,,,,,,,,,,
141579,1,-1,-1,8,30,,,,,,,,,,,,,
141587,3,1,1,8,214,,,,,,,,,,,,,
141590,2,1,2,8,124,,,,,,,,,,,1.0,0.0,0.0
141591,3,2,1,8,214,,,,,,,,,,,2.0,0.0,0.0
141592,-1,1,1,8,766,,,,,,,,,,,,,
1416,1,1,1,8,800,,,,,,,,,,,,,
141608,3,1,2,8,489,,,,,,,,,,,,,
141613,3,1,2,8,214,,,,,,,,,,,,,
141616,3,2,2,8,214,,,,,,,,,,,,,
141617,3,1,2,8,214,,,,,,,,,,,4.0,1.0,0.0302
14163,3,2,1,8,306,61.0,4.0,3.0,0.0,1.0,88.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0383
141631,3,-1,2,8,489,,,,,,,,,,,,,
141637,3,-1,2,8,489,,,,,,,,,,,,,
141639,3,2,2,8,214,,,,,,,,,,,,,
141650,3,-1,-1,8,214,,,,,,,,,,,,,
141666,3,2,2,8,489,,,,,,,,,,,2.0,0.0,0.0
141673,-1,2,-1,8,244,,,,,,,,,,,,,
141683,3,2,1,8,214,,,,,,,,,,,,,
141684,2,-1,2,8,623,,,,,,,,,,,,,
141693,1,1,2,8,403,,,,,,,,,,,,,
141697,3,-1,-1,8,489,,,,,,,,,,,,,
14170,3,1,1,8,214,,,,,,,,,,,3.0,1.0,0.0638
141707,3,2,1,8,489,,,,,,,,,,,1.0,0.0,0.0
141714,2,1,1,8,812,,,,,,,,,,,2.0,0.0,0.0
141723,3,2,1,8,489,,,,,,,,,,,,,
141732,2,-1,-1,8,812,,,,,,,,,,,,,
141737,1,1,2,8,800,,,,,,,,,,,2.0,1.0,0.25
141742,3,1,2,8,214,,,,,,,,,,,,,
141745,3,-1,1,8,214,,,,,,,,,,,,,
141761,3,1,1,8,214,,,,,,,,,,,2.0,0.0,0.0
141766,3,2,2,8,489,,,,,,,,,,,,,
141769,3,1,1,8,489,,,,,,,,,,,,,
14178,3,-1,-1,8,214,,,,,,,,,,,,,
14180,3,1,1,8,489,,,,,,,,,,,4.0,1.0,0.0189
141808,3,2,2,8,214,,,,,,,,,,,,,
14181,3,1,2,8,214,14.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,4.0,1.0,0.0553
141817,2,1,2,8,623,,,,,,,,,,,,,
141825,3,1,-1,8,489,,,,,,,,,,,4.0,1.0,0.0263
141827,-1,1,2,8,562,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,1.0,0.0,0.0
141839,3,2,2,8,489,,,,,,,,,,,,,
141854,3,2,2,8,214,,,,,,,,,,,,,
141855,3,1,1,8,214,,,,,,,,,,,,,
141856,3,2,1,8,214,,,,,,,,,,,0.0,0.0,0.0
141872,3,1,-1,8,489,,,,,,,,,,,,,
141886,3,1,1,8,489,,,,,,,,,,,,,
14189,3,2,2,8,214,,,,,,,,,,,2.0,1.0,0.125
141908,1,1,2,8,596,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0
141933,3,1,1,8,489,,,,,,,,,,,,,
141935,3,1,1,8,214,,,,,,,,,,,2.0,0.0,0.0
141938,2,1,2,8,812,,,,,,,,,,,2.0,0.0,0.0
141948,3,2,2,8,214,,,,,,,,,,,,,
141955,2,1,2,8,623,,,,,,,,,,,4.0,1.0,0.0466
141956,3,1,1,8,214,,,,,,,,,,,,,
141965,2,2,2,8,812,,,,,,,,,,,2.0,0.0,0.0
141979,-1,-1,1,8,857,,,,,,,,,,,,,
141997,3,1,2,8,571,,,,,,,,,,,,,
1420,3,-1,-1,8,214,,,,,,,,,,,,,
14200,1,1,1,8,403,,,,,,,,,,,2.0,0.0,0.0
142001,3,1,1,8,214,,,,,,,,,,,3.0,1.0,0.0435
142004,1,1,1,8,30,,,,,,,,,,,2.0,0.0,0.0
142007,3,2,2,8,214,,,,,,,,,,,,,
142027,3,1,2,8,489,,,,,,,,,,,,,
142036,3,1,2,8,489,,,,,,,,,,,3.0,1.0,0.2
142039,2,1,2,8,623,,,,,,,,,,,,,
142040,3,-1,2,8,489,,,,,,,,,,,,,
142050,2,2,2,8,623,,,,,,,,,,,,,
142057,2,-1,-1,8,124,,,,,,,,,,,,,
142059,3,2,2,8,214,,,,,,,,,,,,,
142062,2,2,2,8,812,,,,,,,,,,,2.0,1.0,0.5
142075,-1,1,1,8,88,,,,,,,,,,,4.0,0.0,0.0
142080,3,1,2,8,214,,,,,,,,,,,3.0,1.0,0.0606
142082,2,-1,-1,8,623,,,,,,,,,,,,,
142088,3,-1,2,8,214,,,,,,,,,,,,,
142104,3,1,2,8,214,,,,,,,,,,,,,
142114,2,1,2,8,623,,,,,,,,,,,,,
142115,3,2,-1,8,214,,,,,,,,,,,4.0,1.0,0.0164
142117,3,2,2,8,214,,,,,,,,,,,3.0,0.0,0.0
142130,3,2,1,8,214,,,,,,,,,,,,,
142134,3,1,2,8,489,,,,,,,,,,,,,
142137,1,1,1,8,545,,,,,,,,,,,4.0,1.0,0.0085
142140,1,1,1,8,30,12.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,,4.0,1.0,0.0237
142144,2,1,2,8,623,,,,,,,,,,,,,
142173,3,1,2,8,489,,,,,,,,,,,2.0,0.0,0.0
14218,3,1,2,8,489,,,,,,,,,,,,,
142184,2,1,2,8,76,,,,,,,,,,,,,
142186,2,1,2,8,812,,,,,,,,,,,,,
142190,3,1,1,8,214,,,,,,,,,,,,,
142196,3,1,2,8,489,,,,,,,,,,,,,
142199,3,2,1,8,489,,,,,,,,,,,,,
142204,1,2,1,8,14,,,,,,,,,,,,,
142206,1,1,2,8,800,,,,,,,,,,,,,
142209,3,1,2,8,214,,,,,,,,,,,1.0,0.0,0.0
142211,3,1,1,8,489,,,,,,,,,,,,,
142219,3,1,1,8,489,,,,,,,,,,,,,
142223,3,-1,-1,8,489,,,,,,,,,,,2.0,0.0,0.0
142232,2,1,1,8,124,,,,,,,,,,,3.0,1.0,0.0313
142239,3,1,1,8,214,,,,,,,,,,,1.0,0.0,0.0
142248,3,1,1,8,214,,,,,,,,,,,,,
142262,3,-1,2,8,489,,,,,,,,,,,2.0,0.0,0.0
142265,3,2,1,8,489,,,,,,,,,,,,,
142275,-1,1,-1,8,244,,,,,,,,,,,,,
142280,3,1,1,8,489,,,,,,,,,,,,,
142286,3,1,2,8,214,,,,,,,,,,,4.0,1.0,0.0441
142291,3,-1,1,8,489,,,,,,,,,,,,,
142293,3,2,1,8,214,,,,,,,,,,,,,
142296,1,2,2,8,403,,,,,,,,,,,,,
1423,1,-1,1,8,800,,,,,,,,,,,2.0,1.0,0.3333
142308,3,1,1,8,489,,,,,,,,,,,1.0,0.0,0.0
142312,3,1,2,8,214,,,,,,,,,,,,,
142314,3,2,2,8,489,,,,,,,,,,,,,
142324,3,2,2,8,489,,,,,,,,,,,,,
142331,3,-1,-1,8,489,,,,,,,,,,,4.0,1.0,0.0364
142344,1,1,1,8,693,,,,,,,,,,,,,
142347,3,2,2,8,214,,,,,,,,,,,2.0,0.0,0.0
142349,3,-1,-1,8,306,,,,,,,,,,,,,
142350,2,1,2,8,812,,,,,,,,,,,,,
142368,3,-1,1,8,489,,,,,,,,,,,1.0,0.0,0.0
142369,3,2,2,8,214,,,,,,,,,,,,,
142380,3,1,-1,8,214,,,,,,,,,,,0.0,0.0,0.0
142397,3,1,2,8,489,,,,,,,,,,,,,
142403,1,1,2,8,545,,,,,,,,,,,4.0,1.0,0.0399
142424,-1,-1,-1,8,622,,,,,,,,,,,,,
142429,3,1,2,8,489,,,,,,,,,,,,,
142431,3,-1,-1,8,214,,,,,,,,,,,,,
142458,3,2,2,8,214,,,,,,,,,,,4.0,1.0,0.0164
14246,3,1,2,8,489,,,,,,,,,,,,,
142469,3,2,2,8,489,,,,,,,,,,,,,
14247,3,2,2,8,489,,,,,,,,,,,,,
142475,3,1,2,8,214,,,,,,,,,,,,,
142476,2,1,1,8,812,,,,,,,,,,,3.0,0.0,0.0
142477,1,1,1,8,693,15.0,0.0,0.0,0.0,0.0,38.0,,0.0,0.0,,4.0,1.0,0.0282
142485,3,1,1,8,489,,,,,,,,,,,2.0,0.0,0.0
142487,3,1,2,8,489,,,,,,,,,,,,,
142492,3,2,2,8,489,,,,,,,,,,,2.0,0.0,0.0
