user_id,age,sex,user_lv_cd,browse_num,addcart_num,delcart_num,buy_num,favor_num,click_num,buy_addcart_ratio,buy_browse_ratio,buy_click_ratio,buy_favor_ratio
208646,2,0,5,,,,,,,,,,
208647,4,1,4,,,,,,,,,,
208648,1,2,4,,,,,,,,,,
208649,2,0,3,,,,,,,,,,
208650,1,0,5,,,,,,,,,,
208651,4,2,3,,,,,,,,,,
208652,2,0,4,,,,,,,,,,
208653,1,2,3,,,,,,,,,,
208654,2,2,4,,,,,,,,,,
208655,4,0,4,,,,,,,,,,
208656,2,2,3,,,,,,,,,,
208657,1,1,4,,,,,,,,,,
208658,2,0,3,,,,,,,,,,
208659,1,0,5,,,,,,,,,,
208660,5,2,3,,,,,,,,,,
208661,2,0,5,,,,,,,,,,
208662,2,0,5,,,,,,,,,,
208663,2,0,4,,,,,,,,,,
208664,2,2,2,,,,,,,,,,
208665,2,2,5,,,,,,,,,,
208666,2,1,5,,,,,,,,,,
208667,2,2,4,,,,,,,,,,
208668,2,2,5,,,,,,,,,,
208669,2,2,5,,,,,,,,,,
208670,2,0,4,,,,,,,,,,
208671,3,2,4,,,,,,,,,,
208672,3,0,5,,,,,,,,,,
208673,2,0,5,,,,,,,,,,
208674,2,0,5,,,,,,,,,,
208675,2,0,5,,,,,,,,,,
208676,2,2,2,,,,,,,,,,
208677,3,2,2,,,,,,,,,,
208678,-1,2,2,,,,,,,,,,
208679,2,2,5,,,,,,,,,,
208680,2,0,5,,,,,,,,,,
208681,2,0,5,,,,,,,,,,
208682,2,2,5,,,,,,,,,,
208683,2,0,4,,,,,,,,,,
208684,2,0,5,,,,,,,,,,
208685,3,0,5,,,,,,,,,,
208686,2,2,4,,,,,,,,,,
208687,3,2,5,,,,,,,,,,
208688,2,2,5,,,,,,,,,,
208689,2,0,5,,,,,,,,,,
208690,1,0,4,,,,,,,,,,
208691,2,2,4,,,,,,,,,,
208692,2,0,4,,,,,,,,,,
208693,2,0,5,,,,,,,,,,
208694,2,0,4,,,,,,,,,,
208695,2,2,4,,,,,,,,,,
208696,2,0,5,,,,,,,,,,
208697,2,2,2,,,,,,,,,,
208698,2,0,3,,,,,,,,,,
208699,3,0,4,,,,,,,,,,
208700,2,0,4,,,,,,,,,,
208701,2,0,5,,,,,,,,,,
208702,3,0,4,,,,,,,,,,
208703,2,2,4,,,,,,,,,,
208704,3,0,5,,,,,,,,,,
208705,2,0,5,,,,,,,,,,
208706,4,0,4,,,,,,,,,,
208707,2,0,5,,,,,,,,,,
208708,2,0,4,,,,,,,,,,
208709,2,2,5,,,,,,,,,,
208710,2,0,5,,,,,,,,,,
208711,2,2,4,,,,,,,,,,
208712,3,2,3,,,,,,,,,,
208713,2,0,4,,,,,,,,,,
208714,3,0,5,,,,,,,,,,
208715,4,0,4,134.0,3.0,0.0,0.0,0.0,271.0,0.0,0.0,0.0,
208716,2,0,4,,,,,,,,,,
208717,2,1,5,,,,,,,,,,
208718,2,0,5,,,,,,,,,,
208719,2,0,5,,,,,,,,,,
208720,3,0,5,0.0,0.0,1.0,0.0,0.0,0.0,,,,
208721,2,0,5,,,,,,,,,,
208722,5,2,5,,,,,,,,,,
208723,-1,1,5,,,,,,,,,,
208724,4,0,5,,,,,,,,,,
208725,-1,0,5,,,,,,,,,,
208726,2,0,3,,,,,,,,,,
208727,2,2,4,,,,,,,,,,
208728,2,0,5,,,,,,,,,,
208729,3,2,3,,,,,,,,,,
208730,3,2,5,,,,,,,,,,
208731,2,2,4,,,,,,,,,,
208732,2,1,5,,,,,,,,,,
208733,2,2,4,,,,,,,,,,
208734,3,0,5,4.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,
208735,2,2,5,,,,,,,,,,
208736,2,1,5,,,,,,,,,,
208737,2,2,4,,,,,,,,,,
208738,2,0,5,,,,,,,,,,
208739,-1,2,4,,,,,,,,,,
208740,3,0,3,,,,,,,,,,
208741,2,2,4,,,,,,,,,,
208742,-1,0,1,,,,,,,,,,
208743,2,2,4,,,,,,,,,,
208744,-1,2,5,,,,,,,,,,
208745,-1,0,4,,,,,,,,,,
208746,2,1,5,,,,,,,,,,
208747,2,2,3,,,,,,,,,,
208748,2,2,4,,,,,,,,,,
208749,2,2,5,,,,,,,,,,
208750,3,0,3,,,,,,,,,,
208751,4,2,3,,,,,,,,,,
208752,-1,0,5,,,,,,,,,,
208753,2,2,4,,,,,,,,,,
208754,-1,2,2,,,,,,,,,,
208755,3,2,3,,,,,,,,,,
208756,3,2,4,,,,,,,,,,
208757,3,2,3,,,,,,,,,,
208758,3,2,3,,,,,,,,,,
208759,2,0,5,,,,,,,,,,
208760,3,2,3,,,,,,,,,,
208761,2,2,4,,,,,,,,,,
208762,3,0,5,8.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,
208763,2,2,5,,,,,,,,,,
208764,2,2,5,,,,,,,,,,
208765,3,2,4,,,,,,,,,,
208766,2,0,5,,,,,,,,,,
208767,1,0,4,,,,,,,,,,
208768,3,2,5,,,,,,,,,,
208769,2,0,3,,,,,,,,,,
208770,-1,2,2,,,,,,,,,,
208771,2,1,5,,,,,,,,,,
208772,3,2,4,,,,,,,,,,
208773,2,2,5,,,,,,,,,,
208774,4,2,2,,,,,,,,,,
208775,3,0,5,,,,,,,,,,
208776,3,0,3,,,,,,,,,,
208777,2,1,4,,,,,,,,,,
208778,1,0,3,,,,,,,,,,
208779,3,2,3,,,,,,,,,,
208780,3,2,5,,,,,,,,,,
208781,3,0,5,,,,,,,,,,
208782,2,0,5,,,,,,,,,,
208783,4,2,5,,,,,,,,,,
208784,2,0,4,,,,,,,,,,
208785,3,0,3,,,,,,,,,,
208786,2,2,4,,,,,,,,,,
208787,3,2,3,,,,,,,,,,
208788,3,2,3,,,,,,,,,,
208789,3,2,5,,,,,,,,,,
208790,3,0,5,6.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,
208791,2,2,5,,,,,,,,,,
208792,2,2,4,2.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,
208793,2,2,4,,,,,,,,,,
208794,3,2,4,,,,,,,,,,
208795,2,2,3,,,,,,,,,,
208796,-1,2,2,,,,,,,,,,
208797,2,2,5,,,,,,,,,,
208798,1,2,4,,,,,,,,,,
208799,1,0,4,,,,,,,,,,
208800,5,2,4,,,,,,,,,,
208801,2,0,5,,,,,,,,,,
208802,3,2,3,,,,,,,,,,
208803,-1,2,1,,,,,,,,,,
208804,3,0,5,,,,,,,,,,
208805,2,0,4,,,,,,,,,,
208806,2,0,5,,,,,,,,,,
208807,3,2,4,,,,,,,,,,
208808,2,0,4,,,,,,,,,,
208809,3,0,5,,,,,,,,,,
208810,2,0,4,,,,,,,,,,
208811,2,0,5,,,,,,,,,,
208812,2,0,5,,,,,,,,,,
208813,3,2,4,,,,,,,,,,
208814,3,1,4,,,,,,,,,,
208815,2,2,4,8.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,
208816,-1,0,2,,,,,,,,,,
208817,2,2,5,,,,,,,,,,
208818,2,2,4,,,,,,,,,,
208819,2,2,4,,,,,,,,,,
208820,1,2,2,,,,,,,,,,
208821,2,1,4,,,,,,,,,,
208822,-1,2,5,,,,,,,,,,
208823,3,2,5,,,,,,,,,,
208824,3,0,3,,,,,,,,,,
208825,2,1,4,,,,,,,,,,
208826,2,2,4,,,,,,,,,,
208827,2,2,4,,,,,,,,,,
208828,2,0,4,,,,,,,,,,
208829,1,0,5,,,,,,,,,,
208830,2,2,4,,,,,,,,,,
208831,2,2,4,,,,,,,,,,
208832,5,0,5,,,,,,,,,,
208833,3,0,4,,,,,,,,,,
208834,3,0,5,,,,,,,,,,
208835,2,2,4,,,,,,,,,,
208836,2,2,5,,,,,,,,,,
208837,2,0,5,,,,,,,,,,
208838,3,2,5,,,,,,,,,,
208839,2,2,2,,,,,,,,,,
208840,5,0,5,,,,,,,,,,
208841,2,0,5,,,,,,,,,,
208842,2,2,4,,,,,,,,,,
208843,2,0,5,,,,,,,,,,
208844,3,2,4,,,,,,,,,,
208845,4,0,4,,,,,,,,,,
208846,2,0,4,,,,,,,,,,
208847,3,0,5,,,,,,,,,,
208848,3,2,5,,,,,,,,,,
208849,2,0,5,,,,,,,,,,
208850,-1,2,5,,,,,,,,,,
208851,3,2,4,,,,,,,,,,
208852,2,0,5,,,,,,,,,,
208853,2,0,4,,,,,,,,,,
208854,2,2,5,,,,,,,,,,
208855,2,2,4,,,,,,,,,,
208856,2,0,5,,,,,,,,,,
208857,-1,2,3,,,,,,,,,,
208858,-1,2,1,,,,,,,,,,
208859,5,2,5,,,,,,,,,,
208860,2,2,3,,,,,,,,,,
208861,2,0,4,,,,,,,,,,
208862,1,2,5,,,,,,,,,,
208863,3,2,3,,,,,,,,,,
208864,3,2,5,,,,,,,,,,
208865,2,2,4,64.0,5.0,4.0,0.0,0.0,89.0,0.0,0.0,0.0,
208866,3,0,5,,,,,,,,,,
208867,2,2,4,,,,,,,,,,
208868,2,0,5,,,,,,,,,,
208869,3,2,2,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,
208870,4,2,2,,,,,,,,,,
208871,2,2,3,,,,,,,,,,
208872,3,2,5,10.0,0.0,0.0,1.0,0.0,14.0,1.0,0.1,0.07142857142857142,1.0
208873,2,0,4,,,,,,,,,,
208874,2,0,4,,,,,,,,,,
208875,2,0,5,,,,,,,,,,
208876,3,0,5,,,,,,,,,,
208877,2,2,3,,,,,,,,,,
208878,2,2,4,,,,,,,,,,
208879,3,2,3,,,,,,,,,,
208880,1,2,4,,,,,,,,,,
208881,3,1,3,,,,,,,,,,
208882,3,0,5,,,,,,,,,,
208883,2,2,4,,,,,,,,,,
208884,3,2,5,,,,,,,,,,
208885,1,0,4,,,,,,,,,,
208886,3,0,4,,,,,,,,,,
208887,1,2,2,,,,,,,,,,
208888,3,2,5,,,,,,,,,,
208889,1,2,3,,,,,,,,,,
208890,2,2,5,,,,,,,,,,
208891,3,0,3,,,,,,,,,,
208892,2,0,5,,,,,,,,,,
208893,2,2,3,,,,,,,,,,
208894,3,2,5,,,,,,,,,,
208895,2,0,4,,,,,,,,,,
208896,3,1,4,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,
208897,3,2,4,,,,,,,,,,
208898,3,2,4,,,,,,,,,,
208899,2,2,4,,,,,,,,,,
208900,2,0,3,,,,,,,,,,
208901,3,0,3,,,,,,,,,,
208902,2,2,5,,,,,,,,,,
208903,2,0,4,,,,,,,,,,
208904,3,2,3,,,,,,,,,,
208905,2,0,5,,,,,,,,,,
208906,3,2,5,,,,,,,,,,
208907,2,2,4,,,,,,,,,,
208908,3,2,3,,,,,,,,,,
208909,3,2,2,,,,,,,,,,
208910,2,0,5,,,,,,,,,,
208911,2,2,5,,,,,,,,,,
208912,3,0,3,,,,,,,,,,
208913,3,2,4,,,,,,,,,,
208914,2,0,4,,,,,,,,,,
208915,2,2,4,,,,,,,,,,
208916,1,2,4,,,,,,,,,,
208917,1,0,3,,,,,,,,,,
208918,2,2,4,,,,,,,,,,
208919,1,2,3,,,,,,,,,,
208920,4,2,4,,,,,,,,,,
208921,3,0,5,,,,,,,,,,
208922,2,2,5,,,,,,,,,,
208923,2,0,3,,,,,,,,,,
208924,1,2,3,,,,,,,,,,
208925,4,0,4,,,,,,,,,,
208926,2,2,5,,,,,,,,,,
208927,3,0,4,,,,,,,,,,
208928,5,0,5,,,,,,,,,,
208929,2,0,3,,,,,,,,,,
208930,3,2,3,,,,,,,,,,
208931,1,0,3,,,,,,,,,,
208932,1,2,4,,,,,,,,,,
208933,-1,2,3,,,,,,,,,,
208934,2,0,4,,,,,,,,,,
208935,-1,2,2,,,,,,,,,,
208936,2,0,3,,,,,,,,,,
208937,5,2,5,,,,,,,,,,
208938,2,2,4,,,,,,,,,,
208939,3,2,4,,,,,,,,,,
208940,2,2,3,,,,,,,,,,
208941,2,0,3,,,,,,,,,,
208942,3,0,5,,,,,,,,,,
208943,-1,2,3,,,,,,,,,,
208944,2,0,3,,,,,,,,,,
208945,2,0,5,,,,,,,,,,
208946,3,0,5,,,,,,,,,,
208947,2,2,4,,,,,,,,,,
208948,2,2,3,,,,,,,,,,
208949,3,2,5,,,,,,,,,,
208950,3,2,4,,,,,,,,,,
208951,3,2,5,,,,,,,,,,
208952,4,2,4,,,,,,,,,,
208953,4,0,5,,,,,,,,,,
208954,-1,2,5,,,,,,,,,,
208955,2,0,5,17.0,0.0,0.0,0.0,0.0,40.0,,0.0,0.0,
208956,2,2,3,,,,,,,,,,
208957,-1,2,2,,,,,,,,,,
208958,1,2,2,,,,,,,,,,
208959,2,1,5,,,,,,,,,,
208960,2,0,5,,,,,,,,,,
208961,5,2,5,,,,,,,,,,
208962,1,2,4,,,,,,,,,,
208963,2,2,3,,,,,,,,,,
208964,3,2,3,,,,,,,,,,
208965,2,2,5,,,,,,,,,,
208966,2,0,5,,,,,,,,,,
208967,2,2,4,,,,,,,,,,
208968,2,2,3,,,,,,,,,,
208969,3,2,5,,,,,,,,,,
208970,2,1,5,,,,,,,,,,
208971,2,2,5,,,,,,,,,,
208972,2,0,4,,,,,,,,,,
208973,2,0,5,,,,,,,,,,
208974,2,0,4,,,,,,,,,,
208975,3,2,3,,,,,,,,,,
208976,3,2,3,,,,,,,,,,
208977,2,0,4,,,,,,,,,,
208978,2,0,5,,,,,,,,,,
208979,-1,1,5,,,,,,,,,,
208980,2,2,5,,,,,,,,,,
208981,2,0,4,,,,,,,,,,
208982,2,0,5,,,,,,,,,,
208983,3,2,3,,,,,,,,,,
208984,2,1,5,,,,,,,,,,
208985,3,2,5,,,,,,,,,,
208986,2,2,5,,,,,,,,,,
208987,2,2,3,,,,,,,,,,
208988,2,2,4,,,,,,,,,,
208989,2,0,5,4.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,
208990,2,2,3,,,,,,,,,,
208991,2,2,5,,,,,,,,,,
208992,3,0,5,,,,,,,,,,
208993,2,0,4,,,,,,,,,,
208994,2,2,3,,,,,,,,,,
208995,3,2,4,250.0,0.0,0.0,0.0,3.0,337.0,,0.0,0.0,0.0
208996,-1,2,4,,,,,,,,,,
208997,1,2,4,,,,,,,,,,
208998,3,0,3,,,,,,,,,,
208999,5,2,5,,,,,,,,,,
209000,2,0,4,,,,,,,,,,
209001,-1,2,4,,,,,,,,,,
209002,3,0,4,,,,,,,,,,
209003,2,0,5,,,,,,,,,,
209004,2,2,4,,,,,,,,,,
209005,3,2,5,,,,,,,,,,
209006,3,0,5,,,,,,,,,,
209007,3,2,2,,,,,,,,,,
209008,2,0,4,,,,,,,,,,
209009,3,2,4,,,,,,,,,,
209010,2,0,5,,,,,,,,,,
209011,2,2,3,,,,,,,,,,
209012,2,2,4,,,,,,,,,,
209013,-1,0,4,,,,,,,,,,
209014,2,2,4,,,,,,,,,,
209015,2,0,4,,,,,,,,,,
209016,2,0,5,,,,,,,,,,
209017,3,2,3,,,,,,,,,,
209018,2,2,5,,,,,,,,,,
209019,3,0,4,,,,,,,,,,
209020,-1,2,2,,,,,,,,,,
209021,2,2,5,,,,,,,,,,
209022,2,0,5,,,,,,,,,,
209023,2,0,5,37.0,5.0,14.0,0.0,0.0,47.0,0.0,0.0,0.0,
209024,1,0,5,,,,,,,,,,
209025,-1,0,5,,,,,,,,,,
209026,2,0,4,,,,,,,,,,
209027,1,2,4,,,,,,,,,,
209028,2,0,5,,,,,,,,,,
209029,-1,0,2,,,,,,,,,,
209030,2,1,3,,,,,,,,,,
209031,-1,2,2,,,,,,,,,,
209032,2,0,5,,,,,,,,,,
209033,2,0,5,,,,,,,,,,
209034,2,0,5,,,,,,,,,,
209035,1,0,4,,,,,,,,,,
209036,3,0,5,,,,,,,,,,
209037,1,2,3,,,,,,,,,,
209038,3,2,4,,,,,,,,,,
209039,3,0,5,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,
209040,1,2,5,,,,,,,,,,
209041,-1,0,5,,,,,,,,,,
209042,4,2,4,,,,,,,,,,
209043,-1,2,2,,,,,,,,,,
209044,-1,0,4,,,,,,,,,,
209045,3,2,4,,,,,,,,,,
209046,3,2,5,,,,,,,,,,
209047,3,2,3,,,,,,,,,,
209048,3,2,5,,,,,,,,,,
209049,4,0,5,,,,,,,,,,
209050,2,0,3,,,,,,,,,,
209051,2,0,4,,,,,,,,,,
209052,3,0,5,,,,,,,,,,
209053,2,0,5,,,,,,,,,,
209054,2,1,4,,,,,,,,,,
209055,-1,2,5,,,,,,,,,,
209056,2,0,4,,,,,,,,,,
209057,3,2,2,,,,,,,,,,
209058,3,2,4,,,,,,,,,,
209059,3,2,4,,,,,,,,,,
209060,2,2,5,,,,,,,,,,
209061,3,0,5,,,,,,,,,,
209062,3,0,5,,,,,,,,,,
209063,3,2,5,,,,,,,,,,
209064,2,2,5,,,,,,,,,,
209065,4,0,4,,,,,,,,,,
209066,2,0,5,,,,,,,,,,
209067,-1,0,5,,,,,,,,,,
209068,2,2,2,,,,,,,,,,
209069,2,2,2,,,,,,,,,,
209070,-1,0,3,,,,,,,,,,
209071,-1,0,5,,,,,,,,,,
209072,2,0,5,,,,,,,,,,
209073,2,2,5,,,,,,,,,,
209074,2,0,5,,,,,,,,,,
209075,2,2,3,,,,,,,,,,
209076,4,0,4,,,,,,,,,,
209077,3,2,5,,,,,,,,,,
209078,2,0,5,,,,,,,,,,
209079,3,0,3,,,,,,,,,,
209080,2,0,4,,,,,,,,,,
209081,-1,0,5,,,,,,,,,,
209082,2,2,5,,,,,,,,,,
209083,3,2,5,2.0,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,
209084,-1,0,4,,,,,,,,,,
209085,3,0,3,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,
209086,-1,0,3,,,,,,,,,,
209087,3,0,5,,,,,,,,,,
209088,3,0,4,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,
209089,1,2,5,,,,,,,,,,
209090,2,0,5,9.0,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,
209091,2,2,5,,,,,,,,,,
209092,3,0,5,,,,,,,,,,
209093,2,2,4,,,,,,,,,,
209094,-1,2,5,,,,,,,,,,
209095,3,2,2,,,,,,,,,,
209096,2,2,4,,,,,,,,,,
209097,-1,2,3,,,,,,,,,,
209098,1,0,5,,,,,,,,,,
209099,2,0,5,,,,,,,,,,
209100,1,0,4,,,,,,,,,,
209101,2,2,3,,,,,,,,,,
209102,2,2,4,,,,,,,,,,
209103,3,2,5,,,,,,,,,,
209104,2,2,5,,,,,,,,,,
209105,2,0,4,,,,,,,,,,
209106,2,2,4,,,,,,,,,,
209107,3,0,5,,,,,,,,,,
209108,-1,2,5,,,,,,,,,,
209109,2,0,4,,,,,,,,,,
209110,2,0,4,,,,,,,,,,
209111,2,2,4,,,,,,,,,,
209112,2,0,3,,,,,,,,,,
209113,2,1,4,,,,,,,,,,
209114,1,0,5,,,,,,,,,,
209115,2,2,5,,,,,,,,,,
209116,3,2,3,,,,,,,,,,
209117,2,1,5,,,,,,,,,,
209118,2,0,4,26.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,
209119,1,0,5,,,,,,,,,,
209120,3,2,3,,,,,,,,,,
209121,2,2,3,,,,,,,,,,
209122,3,0,5,,,,,,,,,,
209123,2,2,4,,,,,,,,,,
209124,-1,2,5,,,,,,,,,,
209125,3,2,3,,,,,,,,,,
209126,2,2,5,,,,,,,,,,
209127,3,2,3,,,,,,,,,,
209128,2,1,5,,,,,,,,,,
209129,1,0,5,,,,,,,,,,
209130,4,2,4,,,,,,,,,,
209131,3,2,3,,,,,,,,,,
209132,3,2,4,,,,,,,,,,
209133,1,2,2,,,,,,,,,,
209134,3,2,2,,,,,,,,,,
209135,2,2,2,,,,,,,,,,
209136,3,0,4,0.0,0.0,0.0,0.0,0.0,2.0,,,0.0,
209137,-1,2,2,,,,,,,,,,
209138,3,0,5,,,,,,,,,,
209139,2,0,3,,,,,,,,,,
209140,1,1,3,,,,,,,,,,
209141,2,0,5,,,,,,,,,,
209142,2,0,4,,,,,,,,,,
209143,2,0,4,,,,,,,,,,
209144,2,2,5,,,,,,,,,,
209145,2,0,5,,,,,,,,,,
209146,-1,2,5,,,,,,,,,,
209147,3,2,3,,,,,,,,,,
209148,3,2,4,,,,,,,,,,
209149,-1,2,5,,,,,,,,,,
209150,3,2,2,,,,,,,,,,
209151,3,2,3,,,,,,,,,,
209152,2,0,4,21.0,2.0,1.0,1.0,0.0,108.0,0.5,0.047619047619047616,0.009259259259259259,1.0
209153,2,0,5,,,,,,,,,,
209154,3,0,3,,,,,,,,,,
209155,2,2,4,,,,,,,,,,
209156,3,2,4,,,,,,,,,,
209157,3,2,4,,,,,,,,,,
209158,3,0,5,,,,,,,,,,
209159,2,2,5,,,,,,,,,,
209160,-1,2,2,,,,,,,,,,
209161,2,0,5,,,,,,,,,,
209162,2,1,5,,,,,,,,,,
209163,2,1,3,,,,,,,,,,
209164,2,0,5,,,,,,,,,,
209165,2,2,4,,,,,,,,,,
209166,3,0,2,,,,,,,,,,
209167,2,0,5,,,,,,,,,,
209168,2,2,5,,,,,,,,,,
209169,2,2,5,,,,,,,,,,
209170,2,2,4,,,,,,,,,,
209171,2,2,4,,,,,,,,,,
209172,4,0,5,,,,,,,,,,
209173,2,2,5,,,,,,,,,,
209174,3,2,4,,,,,,,,,,
209175,3,2,4,,,,,,,,,,
209176,3,2,4,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
209177,3,2,4,,,,,,,,,,
209178,-1,0,2,,,,,,,,,,
209179,3,2,4,,,,,,,,,,
209180,3,0,4,14.0,0.0,0.0,0.0,0.0,38.0,,0.0,0.0,
209181,5,2,3,,,,,,,,,,
209182,2,2,3,,,,,,,,,,
209183,2,2,4,,,,,,,,,,
209184,3,2,5,,,,,,,,,,
209185,3,0,4,,,,,,,,,,
209186,3,2,4,,,,,,,,,,
209187,3,0,3,,,,,,,,,,
209188,3,0,3,,,,,,,,,,
209189,2,0,4,,,,,,,,,,
209190,3,0,4,,,,,,,,,,
209191,2,1,5,,,,,,,,,,
209192,2,1,3,,,,,,,,,,
209193,3,2,4,,,,,,,,,,
209194,2,2,4,,,,,,,,,,
209195,3,0,5,,,,,,,,,,
209196,3,0,5,,,,,,,,,,
209197,3,0,4,,,,,,,,,,
209198,-1,0,5,,,,,,,,,,
209199,2,2,5,,,,,,,,,,
209200,2,0,5,,,,,,,,,,
209201,3,0,5,,,,,,,,,,
209202,2,1,5,,,,,,,,,,
209203,-1,2,1,,,,,,,,,,
209204,2,2,4,,,,,,,,,,
209205,3,2,3,,,,,,,,,,
209206,2,0,4,,,,,,,,,,
209207,-1,2,5,,,,,,,,,,
209208,2,2,4,,,,,,,,,,
209209,2,2,4,,,,,,,,,,
209210,2,0,4,,,,,,,,,,
209211,2,2,3,,,,,,,,,,
209212,2,2,3,,,,,,,,,,
209213,3,0,5,,,,,,,,,,
209214,-1,0,5,,,,,,,,,,
209215,4,0,4,,,,,,,,,,
209216,3,2,4,,,,,,,,,,
209217,2,0,4,,,,,,,,,,
209218,2,0,4,,,,,,,,,,
209219,2,1,3,,,,,,,,,,
209220,2,0,5,,,,,,,,,,
209221,1,0,5,,,,,,,,,,
209222,2,0,4,,,,,,,,,,
209223,2,0,4,,,,,,,,,,
209224,3,2,5,,,,,,,,,,
209225,2,2,5,,,,,,,,,,
209226,4,0,5,,,,,,,,,,
209227,2,0,4,,,,,,,,,,
209228,2,2,5,,,,,,,,,,
209229,5,0,4,,,,,,,,,,
209230,3,2,4,,,,,,,,,,
209231,2,2,4,,,,,,,,,,
209232,2,1,5,,,,,,,,,,
209233,2,2,3,,,,,,,,,,
209234,3,0,4,,,,,,,,,,
209235,1,2,5,,,,,,,,,,
209236,2,2,3,,,,,,,,,,
209237,2,2,3,,,,,,,,,,
209238,1,2,4,,,,,,,,,,
209239,3,0,4,,,,,,,,,,
209240,-1,2,4,,,,,,,,,,
209241,2,0,5,,,,,,,,,,
209242,-1,0,2,,,,,,,,,,
209243,2,0,5,,,,,,,,,,
209244,3,1,5,,,,,,,,,,
209245,2,1,5,,,,,,,,,,
209246,3,0,4,,,,,,,,,,
209247,3,0,5,,,,,,,,,,
209248,1,2,2,,,,,,,,,,
209249,3,2,3,,,,,,,,,,
209250,3,0,5,,,,,,,,,,
209251,3,0,4,,,,,,,,,,
209252,2,0,5,,,,,,,,,,
209253,3,0,5,,,,,,,,,,
209254,3,0,5,,,,,,,,,,
209255,2,2,4,,,,,,,,,,
209256,2,0,5,,,,,,,,,,
209257,3,2,5,,,,,,,,,,
209258,3,2,3,,,,,,,,,,
209259,2,0,4,,,,,,,,,,
209260,2,0,5,,,,,,,,,,
209261,-1,2,1,,,,,,,,,,
209262,3,0,4,,,,,,,,,,
209263,2,0,5,,,,,,,,,,
209264,2,1,5,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,
209265,3,0,5,,,,,,,,,,
209266,3,2,3,,,,,,,,,,
209267,2,2,3,,,,,,,,,,
209268,2,2,4,,,,,,,,,,
209269,3,2,3,,,,,,,,,,
209270,3,2,5,,,,,,,,,,
209271,1,0,5,6.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,
209272,2,0,5,,,,,,,,,,
209273,2,0,5,,,,,,,,,,
209274,2,0,4,,,,,,,,,,
209275,-1,0,5,,,,,,,,,,
209276,-1,0,2,,,,,,,,,,
209277,1,2,4,,,,,,,,,,
209278,2,0,4,22.0,2.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,
209279,2,2,4,,,,,,,,,,
209280,3,0,5,,,,,,,,,,
209281,3,2,3,,,,,,,,,,
209282,3,2,3,,,,,,,,,,
209283,-1,2,3,,,,,,,,,,
209284,2,0,5,,,,,,,,,,
209285,2,0,5,,,,,,,,,,
209286,2,0,5,,,,,,,,,,
209287,2,2,4,,,,,,,,,,
209288,1,0,5,,,,,,,,,,
209289,2,2,5,,,,,,,,,,
209290,2,0,5,,,,,,,,,,
209291,1,0,3,,,,,,,,,,
209292,2,2,4,,,,,,,,,,
209293,2,2,4,,,,,,,,,,
209294,3,2,4,,,,,,,,,,
209295,2,2,4,,,,,,,,,,
209296,2,2,4,,,,,,,,,,
209297,2,2,5,,,,,,,,,,
209298,3,0,3,,,,,,,,,,
209299,2,2,3,,,,,,,,,,
209300,3,0,5,,,,,,,,,,
209301,3,2,5,,,,,,,,,,
209302,2,0,4,,,,,,,,,,
209303,1,2,4,,,,,,,,,,
209304,2,2,5,,,,,,,,,,
209305,3,2,4,,,,,,,,,,
209306,3,2,4,,,,,,,,,,
209307,1,2,4,,,,,,,,,,
209308,3,2,5,,,,,,,,,,
209309,-1,0,5,,,,,,,,,,
209310,2,0,4,,,,,,,,,,
209311,3,2,3,,,,,,,,,,
209312,2,2,5,,,,,,,,,,
209313,2,2,5,,,,,,,,,,
209314,2,0,5,,,,,,,,,,
209315,2,2,5,,,,,,,,,,
209316,3,2,5,,,,,,,,,,
209317,2,0,5,,,,,,,,,,
209318,2,2,5,,,,,,,,,,
209319,2,1,4,,,,,,,,,,
209320,2,0,5,,,,,,,,,,
209321,3,2,5,,,,,,,,,,
209322,3,0,4,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,
209323,2,2,4,,,,,,,,,,
209324,2,2,4,,,,,,,,,,
209325,4,2,2,,,,,,,,,,
209326,2,2,4,,,,,,,,,,
209327,3,0,4,,,,,,,,,,
209328,2,2,4,,,,,,,,,,
209329,-1,2,2,,,,,,,,,,
209330,4,2,4,,,,,,,,,,
209331,3,2,4,,,,,,,,,,
209332,2,2,4,,,,,,,,,,
209333,2,0,4,,,,,,,,,,
209334,3,0,4,,,,,,,,,,
209335,2,1,5,,,,,,,,,,
