user_id,age,sex,user_lv_cd,user_reg_tm
203787,-1,0,1,2016-03-01
203788,36-45ÀÍ,2,5,2013-05-02
203789,36-45ÀÍ,1,3,2016-03-02
203790,36-45ÀÍ,2,3,2016-03-02
203791,-1,2,1,2016-03-02
203792,26-35ÀÍ,0,3,2016-03-02
203793,-1,1,1,2016-03-02
203794,36-45ÀÍ,2,2,2016-03-02
203795,-1,2,1,2016-03-02
203796,-1,2,1,2016-03-02
203797,-1,2,1,2016-03-02
203798,16-25ÀÍ,2,2,2016-03-02
203799,16-25ÀÍ,2,3,2016-03-02
203800,16-25ÀÍ,2,4,2013-05-02
203801,16-25ÀÍ,2,3,2016-03-02
203802,36-45ÀÍ,2,3,2016-03-02
203803,36-45ÀÍ,2,3,2016-03-02
203804,56ÀÍ“‘…œ,2,2,2016-03-02
203805,16-25ÀÍ,2,5,2016-03-02
203806,-1,2,2,2016-03-02
203807,26-35ÀÍ,2,5,2013-05-02
203808,36-45ÀÍ,0,4,2013-05-02
203809,16-25ÀÍ,2,3,2016-03-02
203810,-1,2,2,2016-03-02
203811,36-45ÀÍ,0,2,2016-03-02
203812,26-35ÀÍ,2,4,2013-05-02
203813,-1,2,1,2016-03-02
203814,-1,2,4,2016-03-02
203815,26-35ÀÍ,0,5,2013-05-02
203816,26-35ÀÍ,2,5,2013-05-02
203817,36-45ÀÍ,2,3,2016-03-02
203818,26-35ÀÍ,2,3,2013-05-02
203819,26-35ÀÍ,2,4,2013-05-02
203820,26-35ÀÍ,2,4,2016-03-02
203821,36-45ÀÍ,2,2,2016-03-02
203822,26-35ÀÍ,0,5,2013-05-02
203823,26-35ÀÍ,0,5,2013-05-02
203824,46-55ÀÍ,2,2,2016-03-02
203825,36-45ÀÍ,2,3,2016-03-02
203826,-1,2,1,2016-03-02
203827,26-35ÀÍ,2,4,2016-03-02
203828,26-35ÀÍ,2,5,2013-05-02
203829,-1,2,1,2016-03-02
203830,36-45ÀÍ,2,3,2016-03-02
203831,-1,2,1,2016-03-02
203832,-1,2,1,2016-03-02
203833,36-45ÀÍ,2,4,2016-03-02
203834,36-45ÀÍ,2,3,2016-03-02
203835,36-45ÀÍ,2,3,2016-03-02
203836,26-35ÀÍ,2,4,2013-05-02
203837,26-35ÀÍ,0,5,2010-08-22
203838,26-35ÀÍ,0,5,2010-08-22
203839,26-35ÀÍ,0,3,2016-03-02
203840,-1,2,1,2016-03-02
203841,-1,2,1,2016-03-02
203842,16-25ÀÍ,2,3,2016-03-02
203843,-1,2,1,2016-03-02
203844,26-35ÀÍ,2,5,2013-05-02
203845,16-25ÀÍ,2,5,2013-05-02
203846,36-45ÀÍ,2,3,2016-03-02
203847,-1,2,1,2016-03-02
203848,46-55ÀÍ,2,2,2016-03-02
203849,26-35ÀÍ,2,2,2016-03-02
203850,36-45ÀÍ,0,3,2016-03-02
203851,36-45ÀÍ,2,3,2016-03-02
203852,36-45ÀÍ,2,2,2016-03-02
203853,26-35ÀÍ,2,4,2013-05-02
203854,26-35ÀÍ,2,3,2013-05-02
203855,26-35ÀÍ,2,2,2016-03-02
203856,26-35ÀÍ,1,4,2013-05-02
203857,16-25ÀÍ,2,2,2016-03-02
203858,26-35ÀÍ,2,2,2016-03-02
203859,36-45ÀÍ,2,3,2016-03-02
203860,26-35ÀÍ,0,5,2008-11-11
203861,36-45ÀÍ,2,4,2013-05-02
203862,36-45ÀÍ,2,2,2016-03-02
203863,-1,0,1,2016-03-02
203864,36-45ÀÍ,2,3,2016-03-02
203865,26-35ÀÍ,1,3,2016-03-02
203866,26-35ÀÍ,2,2,2016-03-02
203867,36-45ÀÍ,2,4,2013-05-02
203868,26-35ÀÍ,0,4,2010-08-22
203869,26-35ÀÍ,2,4,2013-05-02
203870,36-45ÀÍ,2,4,2016-03-02
203871,26-35ÀÍ,2,3,2013-05-02
203872,16-25ÀÍ,1,3,2016-03-02
203873,-1,2,1,2016-03-02
203874,36-45ÀÍ,2,4,2016-03-02
203875,26-35ÀÍ,2,5,2016-03-02
203876,26-35ÀÍ,2,4,2016-03-02
203877,36-45ÀÍ,2,2,2016-03-02
203878,-1,2,1,2016-03-02
203879,-1,2,1,2016-03-02
203880,16-25ÀÍ,0,3,2013-05-02
203881,-1,2,1,2016-03-02
203882,36-45ÀÍ,1,2,2016-03-02
203883,36-45ÀÍ,2,5,2013-05-02
203884,-1,1,1,2016-03-02
203885,26-35ÀÍ,0,3,2016-03-02
203886,16-25ÀÍ,2,2,2016-03-02
203887,26-35ÀÍ,1,2,2016-03-03
203888,-1,2,1,2016-03-02
203889,36-45ÀÍ,2,5,2013-05-02
203890,36-45ÀÍ,2,2,2016-03-02
203891,36-45ÀÍ,0,5,2010-08-22
203892,26-35ÀÍ,0,5,2010-08-22
203893,-1,2,5,2013-05-02
203894,26-35ÀÍ,0,5,2010-08-22
203895,16-25ÀÍ,2,2,2016-03-02
203896,36-45ÀÍ,0,5,2010-08-22
203897,-1,2,4,2016-03-02
203898,36-45ÀÍ,2,2,2016-03-02
203899,26-35ÀÍ,0,3,2016-03-02
203900,26-35ÀÍ,1,3,2016-03-02
203901,-1,2,1,2016-03-02
203902,-1,2,1,2016-03-02
203903,36-45ÀÍ,2,3,2016-03-02
203904,26-35ÀÍ,2,4,2013-05-03
203905,26-35ÀÍ,2,5,2013-05-03
203906,36-45ÀÍ,2,3,2016-03-02
203907,26-35ÀÍ,0,4,2010-08-22
203908,26-35ÀÍ,2,2,2016-03-02
203909,36-45ÀÍ,2,3,2016-03-02
203910,16-25ÀÍ,2,4,2016-03-02
203911,36-45ÀÍ,0,3,2016-03-02
203912,26-35ÀÍ,2,4,2013-05-03
203913,36-45ÀÍ,0,5,2016-03-02
203914,16-25ÀÍ,2,3,2016-03-02
203915,36-45ÀÍ,2,4,2016-03-02
203916,-1,2,1,2016-03-02
203917,36-45ÀÍ,0,3,2016-03-02
203918,26-35ÀÍ,1,4,2013-05-03
203919,26-35ÀÍ,0,5,2008-11-11
203920,26-35ÀÍ,0,3,2013-05-03
203921,26-35ÀÍ,1,4,2016-03-02
203922,26-35ÀÍ,2,4,2016-03-03
203923,36-45ÀÍ,2,3,2016-03-03
203924,36-45ÀÍ,2,5,2016-03-03
203925,26-35ÀÍ,2,3,2013-05-03
203926,-1,0,1,2016-03-03
203927,-1,2,1,2016-03-03
203928,-1,2,1,2016-03-03
203929,16-25ÀÍ,2,4,2016-03-03
203930,36-45ÀÍ,0,5,2010-08-22
203931,16-25ÀÍ,2,3,2013-05-03
203932,-1,2,1,2016-03-03
203933,36-45ÀÍ,2,3,2016-03-03
203934,36-45ÀÍ,0,3,2016-03-03
203935,26-35ÀÍ,0,4,2013-05-03
203936,26-35ÀÍ,0,5,2010-08-22
203937,36-45ÀÍ,0,5,2013-05-03
203938,56ÀÍ“‘…œ,2,5,2013-05-03
203939,16-25ÀÍ,2,4,2013-05-03
203940,26-35ÀÍ,0,4,2013-05-03
203941,26-35ÀÍ,0,3,2013-05-03
203942,36-45ÀÍ,2,2,2016-03-03
203943,36-45ÀÍ,2,2,2016-03-03
203944,56ÀÍ“‘…œ,2,2,2016-03-03
203945,36-45ÀÍ,0,3,2016-03-03
203946,26-35ÀÍ,0,5,2013-05-03
203947,26-35ÀÍ,0,5,2010-08-22
203948,36-45ÀÍ,2,3,2016-03-03
203949,26-35ÀÍ,1,4,2013-05-03
203950,36-45ÀÍ,2,4,2016-03-03
203951,-1,2,1,2016-03-03
203952,-1,2,1,2016-03-03
203953,16-25ÀÍ,0,2,2016-03-03
203954,26-35ÀÍ,1,2,2016-03-03
203955,36-45ÀÍ,2,4,2016-03-03
203956,36-45ÀÍ,2,3,2016-03-03
203957,36-45ÀÍ,2,3,2016-03-03
203958,36-45ÀÍ,2,4,2016-03-03
203959,56ÀÍ“‘…œ,2,5,2013-05-03
203960,26-35ÀÍ,2,2,2016-03-03
203961,-1,2,1,2016-03-03
203962,-1,2,1,2016-03-03
203963,36-45ÀÍ,2,3,2016-03-03
203964,16-25ÀÍ,0,3,2016-03-03
203965,26-35ÀÍ,2,3,2016-03-03
203966,36-45ÀÍ,2,3,2016-03-03
203967,26-35ÀÍ,2,2,2016-03-03
203968,-1,2,1,2016-03-03
203969,26-35ÀÍ,2,3,2016-03-03
203970,26-35ÀÍ,0,3,2016-03-03
203971,36-45ÀÍ,2,3,2016-03-03
203972,26-35ÀÍ,2,3,2016-03-03
203973,-1,2,1,2016-03-03
203974,26-35ÀÍ,2,2,2016-03-03
203975,-1,0,1,2016-03-03
203976,-1,1,1,2016-03-03
203977,26-35ÀÍ,0,3,2016-03-03
203978,36-45ÀÍ,2,3,2016-03-03
203979,36-45ÀÍ,0,5,2010-08-22
203980,16-25ÀÍ,2,3,2016-03-03
203981,36-45ÀÍ,2,3,2016-03-03
203982,36-45ÀÍ,2,4,2016-03-03
203983,46-55ÀÍ,2,2,2016-03-03
203984,36-45ÀÍ,0,5,2013-05-03
203985,-1,2,1,2016-03-03
203986,36-45ÀÍ,2,4,2016-03-03
203987,36-45ÀÍ,2,3,2016-03-03
203988,26-35ÀÍ,0,5,2016-03-03
203989,26-35ÀÍ,0,5,2013-05-03
203990,26-35ÀÍ,2,4,2013-05-03
203991,26-35ÀÍ,2,2,2016-03-03
203992,-1,2,1,2016-03-03
203993,26-35ÀÍ,0,5,2013-05-03
203994,16-25ÀÍ,2,3,2016-03-03
203995,26-35ÀÍ,2,3,2016-03-03
203996,26-35ÀÍ,0,2,2016-03-03
203997,36-45ÀÍ,2,2,2016-03-03
203998,26-35ÀÍ,0,5,2010-08-22
203999,26-35ÀÍ,0,5,2010-08-22
204000,36-45ÀÍ,2,2,2016-03-03
204001,26-35ÀÍ,2,4,2013-05-03
204002,26-35ÀÍ,2,2,2016-03-03
204003,36-45ÀÍ,2,2,2016-03-03
204004,-1,2,2,2016-03-03
204005,16-25ÀÍ,0,5,2013-05-03
204006,26-35ÀÍ,2,1,2016-03-03
204007,26-35ÀÍ,2,4,2013-05-03
204008,26-35ÀÍ,0,2,2016-03-03
204009,-1,1,1,2016-03-03
204010,36-45ÀÍ,2,3,2016-03-03
204011,-1,0,4,2010-08-22
204012,36-45ÀÍ,0,3,2016-03-03
204013,-1,2,3,2016-03-03
204014,16-25ÀÍ,2,2,2016-03-03
204015,26-35ÀÍ,0,3,2016-03-03
204016,36-45ÀÍ,2,2,2016-03-03
204017,-1,0,1,2016-03-04
204018,26-35ÀÍ,2,4,2016-03-05
204019,-1,2,2,2016-03-03
204020,26-35ÀÍ,0,3,2013-05-03
204021,16-25ÀÍ,0,4,2016-03-03
204022,26-35ÀÍ,2,5,2013-05-03
204023,36-45ÀÍ,0,5,2010-08-23
204024,26-35ÀÍ,0,2,2016-03-03
204025,36-45ÀÍ,0,3,2016-03-03
204026,36-45ÀÍ,0,2,2016-03-03
204027,26-35ÀÍ,2,2,2016-03-03
204028,-1,2,1,2016-03-03
204029,26-35ÀÍ,2,3,2013-05-03
204030,-1,0,1,2016-03-03
204031,36-45ÀÍ,0,2,2016-03-03
204032,36-45ÀÍ,2,3,2016-03-03
204033,36-45ÀÍ,2,3,2016-03-03
204034,56ÀÍ“‘…œ,2,4,2016-03-03
204035,16-25ÀÍ,2,2,2016-03-03
204036,36-45ÀÍ,2,2,2016-03-03
204037,-1,2,1,2016-03-03
204038,26-35ÀÍ,2,5,2013-05-03
204039,36-45ÀÍ,1,2,2016-03-04
204040,26-35ÀÍ,2,2,2016-03-03
204041,36-45ÀÍ,2,5,2016-03-03
204042,36-45ÀÍ,2,4,2016-03-04
204043,26-35ÀÍ,0,3,2016-03-04
204044,26-35ÀÍ,2,4,2016-03-04
204045,26-35ÀÍ,2,3,2016-03-03
204046,26-35ÀÍ,2,3,2013-05-03
204047,46-55ÀÍ,2,4,2016-03-04
204048,26-35ÀÍ,2,5,2008-11-12
204049,26-35ÀÍ,0,5,2013-05-03
204050,16-25ÀÍ,2,4,2013-05-03
204051,26-35ÀÍ,2,4,2013-05-03
204052,36-45ÀÍ,2,2,2016-03-04
204053,36-45ÀÍ,2,3,2016-03-04
204054,-1,0,1,2016-03-04
204055,-1,2,1,2016-03-04
204056,36-45ÀÍ,2,3,2013-05-03
204057,46-55ÀÍ,2,3,2016-03-04
204058,36-45ÀÍ,2,3,2016-03-04
204059,36-45ÀÍ,2,2,2016-03-04
204060,26-35ÀÍ,2,3,2013-05-03
204061,36-45ÀÍ,2,3,2016-03-04
204062,36-45ÀÍ,1,4,2013-05-03
204063,26-35ÀÍ,2,3,2016-03-04
204064,46-55ÀÍ,2,3,2016-03-04
204065,26-35ÀÍ,2,4,2013-05-03
204066,26-35ÀÍ,0,5,2013-05-03
204067,26-35ÀÍ,2,5,2013-05-03
204068,-1,2,1,2016-03-04
204069,26-35ÀÍ,2,4,2013-05-03
204070,26-35ÀÍ,0,5,2013-05-03
204071,36-45ÀÍ,2,4,2016-03-04
204072,56ÀÍ“‘…œ,2,3,2016-03-04
204073,26-35ÀÍ,0,5,2013-05-03
204074,36-45ÀÍ,2,2,2016-03-04
204075,46-55ÀÍ,2,2,2016-03-04
204076,36-45ÀÍ,0,3,2016-03-04
204077,-1,2,1,2016-03-04
204078,26-35ÀÍ,2,2,2016-03-04
204079,36-45ÀÍ,2,3,2016-03-04
204080,26-35ÀÍ,0,5,2010-08-23
204081,36-45ÀÍ,0,2,2016-03-04
204082,-1,0,1,2016-03-04
204083,36-45ÀÍ,2,2,2016-03-04
204084,36-45ÀÍ,2,3,2016-03-04
204085,36-45ÀÍ,2,3,2016-03-04
204086,36-45ÀÍ,2,3,2016-03-04
204087,46-55ÀÍ,2,3,2016-03-04
204088,36-45ÀÍ,2,2,2016-03-04
204089,26-35ÀÍ,2,5,2016-03-04
204090,36-45ÀÍ,1,2,2016-03-04
204091,16-25ÀÍ,2,2,2016-03-04
204092,26-35ÀÍ,2,5,2016-03-04
204093,36-45ÀÍ,1,2,2016-03-04
204094,36-45ÀÍ,2,4,2013-05-04
204095,36-45ÀÍ,2,2,2016-03-04
204096,36-45ÀÍ,2,3,2016-03-04
204097,36-45ÀÍ,2,5,2013-05-04
204098,26-35ÀÍ,0,5,2013-05-04
204099,36-45ÀÍ,2,3,2016-03-04
204100,26-35ÀÍ,0,2,2016-03-04
204101,36-45ÀÍ,2,4,2013-05-04
204102,-1,2,1,2016-03-04
204103,26-35ÀÍ,1,3,2016-03-04
204104,36-45ÀÍ,2,3,2016-03-04
204105,36-45ÀÍ,2,3,2016-03-04
204106,36-45ÀÍ,2,2,2016-03-04
204107,36-45ÀÍ,2,2,2016-03-04
204108,36-45ÀÍ,2,4,2016-03-04
204109,16-25ÀÍ,0,3,2016-03-04
204110,-1,0,3,2010-08-23
204111,16-25ÀÍ,2,3,2016-03-04
204112,16-25ÀÍ,0,2,2016-03-04
204113,36-45ÀÍ,2,3,2016-03-04
204114,16-25ÀÍ,2,3,2016-03-04
204115,36-45ÀÍ,0,5,2010-08-23
204116,36-45ÀÍ,0,5,2010-08-23
204117,26-35ÀÍ,2,3,2016-03-04
204118,26-35ÀÍ,2,2,2013-05-04
204119,-1,2,1,2016-03-04
204120,36-45ÀÍ,2,4,2016-03-04
204121,-1,2,3,2016-03-04
204122,-1,2,3,2013-05-04
204123,-1,2,1,2016-03-04
204124,26-35ÀÍ,2,2,2016-03-04
204125,36-45ÀÍ,2,2,2016-03-04
204126,26-35ÀÍ,2,4,2013-05-04
204127,26-35ÀÍ,0,5,2016-03-04
204128,36-45ÀÍ,0,4,2013-05-04
204129,36-45ÀÍ,2,3,2016-03-04
204130,26-35ÀÍ,2,4,2013-05-04
204131,46-55ÀÍ,2,4,2016-03-04
204132,26-35ÀÍ,0,5,2016-03-04
204133,26-35ÀÍ,0,5,2013-05-04
204134,26-35ÀÍ,2,4,2016-03-04
204135,-1,2,1,2016-03-04
204136,26-35ÀÍ,2,3,2016-03-04
204137,36-45ÀÍ,2,2,2016-03-04
204138,-1,2,1,2016-03-04
204139,46-55ÀÍ,2,2,2016-03-04
204140,16-25ÀÍ,2,2,2016-03-04
204141,-1,2,1,2016-03-04
204142,26-35ÀÍ,0,2,2016-03-04
204143,36-45ÀÍ,0,5,2007-02-08
204144,26-35ÀÍ,0,4,2013-05-04
204145,36-45ÀÍ,1,4,2013-05-04
204146,36-45ÀÍ,1,4,2016-03-04
204147,26-35ÀÍ,2,5,2013-05-04
204148,-1,2,2,2016-03-04
204149,36-45ÀÍ,2,3,2016-03-04
204150,36-45ÀÍ,2,2,2016-03-04
204151,26-35ÀÍ,2,3,2016-03-04
204152,26-35ÀÍ,0,5,2013-05-04
204153,-1,2,2,2016-03-04
204154,36-45ÀÍ,2,5,2013-05-04
204155,26-35ÀÍ,0,5,2010-08-23
204156,26-35ÀÍ,2,4,2016-03-04
204157,36-45ÀÍ,2,1,2016-03-04
204158,36-45ÀÍ,2,3,2016-03-04
204159,-1,0,1,2016-03-04
204160,26-35ÀÍ,0,5,2016-03-04
204161,26-35ÀÍ,2,4,2016-03-04
204162,36-45ÀÍ,2,2,2016-03-04
204163,16-25ÀÍ,2,3,2016-03-04
204164,46-55ÀÍ,2,2,2016-03-04
204165,-1,2,1,2016-03-04
204166,-1,2,1,2016-03-04
204167,26-35ÀÍ,2,3,2013-05-04
204168,36-45ÀÍ,2,4,2016-03-04
204169,36-45ÀÍ,2,3,2016-03-04
204170,46-55ÀÍ,2,2,2016-03-04
204171,-1,2,3,2016-03-04
204172,16-25ÀÍ,2,2,2016-03-04
204173,-1,2,1,2016-03-04
204174,16-25ÀÍ,2,3,2016-03-04
204175,-1,2,1,2016-03-04
204176,16-25ÀÍ,0,2,2016-03-04
204177,36-45ÀÍ,2,3,2016-03-04
204178,-1,2,1,2016-03-04
204179,26-35ÀÍ,2,3,2016-03-04
204180,16-25ÀÍ,2,3,2016-03-04
204181,16-25ÀÍ,2,3,2016-03-04
204182,36-45ÀÍ,2,2,2016-03-04
204183,26-35ÀÍ,0,5,2013-05-04
204184,26-35ÀÍ,0,5,2013-05-04
204185,36-45ÀÍ,2,4,2016-03-04
204186,36-45ÀÍ,0,5,2013-05-04
204187,36-45ÀÍ,2,3,2016-03-05
204188,36-45ÀÍ,2,4,2016-03-05
204189,36-45ÀÍ,2,2,2016-03-05
204190,36-45ÀÍ,2,2,2016-03-05
204191,-1,2,1,2016-03-05
204192,16-25ÀÍ,0,4,2013-05-04
204193,26-35ÀÍ,2,5,2013-05-04
204194,16-25ÀÍ,0,5,2013-05-04
204195,36-45ÀÍ,2,2,2016-03-05
204196,-1,2,1,2016-03-05
204197,26-35ÀÍ,2,5,2013-05-04
204198,36-45ÀÍ,2,3,2016-03-05
204199,-1,2,1,2016-03-05
204200,26-35ÀÍ,2,2,2016-03-05
204201,16-25ÀÍ,1,3,2016-03-05
204202,26-35ÀÍ,2,3,2016-03-05
204203,36-45ÀÍ,2,3,2016-03-05
204204,-1,2,2,2016-03-05
204205,-1,2,3,2016-03-05
204206,16-25ÀÍ,0,3,2008-11-12
204207,36-45ÀÍ,0,5,2013-05-04
204208,-1,2,3,2016-03-05
204209,46-55ÀÍ,2,4,2013-05-04
204210,36-45ÀÍ,2,2,2016-03-05
204211,56ÀÍ“‘…œ,2,2,2016-03-05
204212,36-45ÀÍ,1,2,2016-03-05
204213,16-25ÀÍ,2,3,2013-05-04
204214,46-55ÀÍ,2,2,2016-03-05
204215,26-35ÀÍ,2,5,2013-05-04
204216,36-45ÀÍ,2,3,2016-03-05
204217,16-25ÀÍ,2,4,2016-03-05
204218,-1,2,1,2016-03-05
204219,36-45ÀÍ,2,3,2016-03-05
204220,56ÀÍ“‘…œ,0,5,2010-08-23
204221,26-35ÀÍ,2,3,2016-03-05
204222,36-45ÀÍ,2,2,2016-03-05
204223,-1,2,1,2016-03-05
204224,-1,0,5,2010-08-23
204225,-1,2,1,2016-03-05
204226,16-25ÀÍ,0,3,2016-03-05
204227,36-45ÀÍ,2,5,2013-05-04
204228,-1,2,1,2016-03-05
204229,36-45ÀÍ,2,4,2016-03-05
204230,16-25ÀÍ,2,4,2013-05-04
204231,56ÀÍ“‘…œ,2,3,2016-03-05
204232,36-45ÀÍ,2,2,2016-03-05
204233,26-35ÀÍ,0,3,2016-03-05
204234,16-25ÀÍ,2,3,2016-03-05
204235,26-35ÀÍ,0,3,2016-03-05
204236,36-45ÀÍ,2,2,2016-03-05
204237,-1,0,1,2016-03-05
204238,26-35ÀÍ,0,5,2010-08-23
204239,36-45ÀÍ,2,3,2016-03-05
204240,46-55ÀÍ,2,2,2016-03-05
204241,16-25ÀÍ,2,3,2016-03-05
204242,36-45ÀÍ,2,2,2016-03-05
204243,36-45ÀÍ,0,5,2010-08-23
204244,26-35ÀÍ,2,3,2016-03-05
204245,26-35ÀÍ,2,4,2016-03-05
204246,-1,2,1,2016-03-05
204247,16-25ÀÍ,2,2,2016-03-05
204248,16-25ÀÍ,2,3,2016-03-05
204249,36-45ÀÍ,2,2,2016-03-05
204250,-1,2,1,2016-03-05
204251,36-45ÀÍ,2,2,2016-03-05
204252,36-45ÀÍ,2,2,2016-03-05
204253,26-35ÀÍ,0,5,2013-05-04
204254,-1,2,1,2016-03-05
204255,26-35ÀÍ,2,4,2013-05-04
204256,26-35ÀÍ,2,4,2016-03-05
204257,16-25ÀÍ,1,3,2016-03-05
204258,26-35ÀÍ,2,3,2016-03-05
204259,36-45ÀÍ,1,3,2016-03-05
204260,36-45ÀÍ,2,5,2013-05-04
204261,56ÀÍ“‘…œ,2,2,2016-03-05
204262,46-55ÀÍ,2,2,2016-03-05
204263,-1,2,1,2016-03-05
204264,-1,2,1,2016-03-05
204265,26-35ÀÍ,2,3,2013-05-05
204266,26-35ÀÍ,0,5,2010-08-23
204267,26-35ÀÍ,2,4,2013-05-05
204268,26-35ÀÍ,2,2,2016-03-05
204269,-1,2,1,2016-03-05
204270,26-35ÀÍ,2,3,2016-03-05
204271,16-25ÀÍ,0,2,2016-03-05
204272,46-55ÀÍ,2,2,2016-03-05
204273,16-25ÀÍ,2,3,2016-03-05
204274,36-45ÀÍ,2,5,2013-05-05
204275,-1,2,1,2016-03-05
204276,36-45ÀÍ,2,2,2016-03-05
204277,36-45ÀÍ,2,2,2016-03-05
204278,36-45ÀÍ,2,2,2016-03-05
204279,-1,2,1,2016-03-05
204280,36-45ÀÍ,2,3,2016-03-05
204281,36-45ÀÍ,2,4,2016-03-05
204282,36-45ÀÍ,1,3,2016-03-05
204283,36-45ÀÍ,0,5,2010-08-23
204284,36-45ÀÍ,2,2,2016-03-05
204285,36-45ÀÍ,2,4,2016-03-05
204286,16-25ÀÍ,0,4,2016-03-05
204287,16-25ÀÍ,2,4,2013-05-05
204288,36-45ÀÍ,0,4,2010-08-23
204289,-1,2,1,2016-03-05
204290,26-35ÀÍ,0,5,2016-03-05
204291,-1,2,4,2016-03-05
204292,16-25ÀÍ,0,5,2013-05-05
204293,-1,2,3,2016-03-05
204294,46-55ÀÍ,2,3,2016-03-05
204295,36-45ÀÍ,2,2,2016-03-05
204296,46-55ÀÍ,2,1,2016-03-05
204297,-1,2,1,2016-03-05
204298,36-45ÀÍ,2,3,2016-03-05
204299,-1,2,1,2016-03-05
204300,-1,2,1,2016-03-05
204301,-1,2,1,2016-03-05
204302,16-25ÀÍ,2,1,2016-03-05
204303,26-35ÀÍ,2,4,2013-05-05
204304,36-45ÀÍ,2,4,2013-05-05
204305,36-45ÀÍ,2,3,2016-03-05
204306,36-45ÀÍ,2,3,2016-03-05
204307,-1,1,1,2016-03-05
204308,36-45ÀÍ,2,2,2016-03-05
204309,36-45ÀÍ,1,5,2010-08-23
204310,36-45ÀÍ,2,3,2016-03-05
204311,36-45ÀÍ,0,3,2013-05-05
204312,36-45ÀÍ,2,2,2016-03-05
204313,36-45ÀÍ,2,2,2016-03-05
204314,16-25ÀÍ,0,3,2016-03-05
204315,36-45ÀÍ,2,4,2013-05-05
204316,26-35ÀÍ,0,3,2016-03-05
204317,26-35ÀÍ,2,2,2016-03-05
204318,-1,2,3,2013-05-05
204319,36-45ÀÍ,2,4,2016-03-05
204320,36-45ÀÍ,2,4,2016-03-05
204321,-1,2,2,2016-03-05
204322,26-35ÀÍ,2,4,2013-05-05
204323,36-45ÀÍ,1,2,2016-03-06
204324,16-25ÀÍ,0,4,2013-05-05
204325,16-25ÀÍ,2,3,2016-03-06
204326,36-45ÀÍ,0,4,2010-08-23
204327,26-35ÀÍ,2,3,2016-03-06
204328,-1,2,1,2016-03-06
204329,26-35ÀÍ,2,4,2013-05-05
204330,26-35ÀÍ,2,5,2013-05-05
204331,16-25ÀÍ,2,4,2016-03-06
204332,36-45ÀÍ,2,2,2016-03-06
204333,26-35ÀÍ,1,5,2010-08-23
204334,16-25ÀÍ,2,3,2013-05-05
204335,-1,2,2,2016-03-06
204336,26-35ÀÍ,2,3,2013-05-05
204337,36-45ÀÍ,2,3,2016-03-06
204338,26-35ÀÍ,0,3,2016-03-06
204339,36-45ÀÍ,1,3,2013-05-05
204340,26-35ÀÍ,2,2,2016-03-06
204341,36-45ÀÍ,2,2,2013-05-05
204342,16-25ÀÍ,0,3,2016-03-06
204343,26-35ÀÍ,1,4,2016-03-06
204344,26-35ÀÍ,0,5,2013-05-05
204345,36-45ÀÍ,2,3,2016-03-06
204346,36-45ÀÍ,2,2,2016-03-06
204347,26-35ÀÍ,2,3,2013-05-05
204348,36-45ÀÍ,0,4,2016-03-06
204349,-1,0,5,2010-08-23
204350,36-45ÀÍ,0,5,2013-05-05
204351,-1,2,2,2016-03-06
204352,26-35ÀÍ,0,5,2016-03-06
204353,36-45ÀÍ,2,3,2016-03-06
204354,36-45ÀÍ,0,2,2016-03-06
204355,26-35ÀÍ,0,4,2016-03-06
204356,-1,2,1,2016-03-06
204357,16-25ÀÍ,2,3,2016-03-06
204358,36-45ÀÍ,2,3,2016-03-06
204359,-1,2,4,2013-05-05
204360,36-45ÀÍ,2,3,2016-03-06
204361,16-25ÀÍ,2,4,2016-03-06
204362,26-35ÀÍ,2,2,2016-03-06
204363,-1,2,1,2016-03-06
204364,26-35ÀÍ,0,3,2013-05-05
204365,16-25ÀÍ,0,3,2016-03-06
204366,-1,2,1,2016-03-06
204367,-1,2,1,2016-03-06
204368,36-45ÀÍ,2,3,2016-03-06
204369,36-45ÀÍ,2,2,2016-03-06
204370,36-45ÀÍ,2,4,2013-05-05
204371,36-45ÀÍ,0,4,2013-05-05
204372,46-55ÀÍ,2,4,2016-03-06
204373,26-35ÀÍ,2,3,2013-05-05
204374,26-35ÀÍ,2,5,2016-03-06
204375,36-45ÀÍ,2,3,2016-03-06
204376,26-35ÀÍ,2,4,2016-03-06
204377,-1,2,1,2016-03-06
204378,56ÀÍ“‘…œ,2,5,2013-05-05
204379,36-45ÀÍ,0,4,2010-08-24
204380,-1,2,2,2016-03-06
204381,26-35ÀÍ,2,2,2016-03-06
204382,26-35ÀÍ,2,2,2016-03-06
204383,16-25ÀÍ,2,3,2016-03-06
204384,26-35ÀÍ,2,4,2016-03-06
204385,46-55ÀÍ,2,2,2016-03-06
204386,46-55ÀÍ,2,2,2016-03-06
204387,-1,2,1,2016-03-06
204388,26-35ÀÍ,2,2,2016-03-06
204389,16-25ÀÍ,2,2,2016-03-06
204390,-1,2,1,2016-03-06
204391,-1,2,2,2013-05-05
204392,36-45ÀÍ,2,2,2016-03-06
204393,16-25ÀÍ,2,3,2016-03-06
204394,26-35ÀÍ,2,3,2016-03-06
204395,36-45ÀÍ,2,2,2016-03-06
204396,16-25ÀÍ,2,5,2016-03-06
204397,36-45ÀÍ,0,4,2010-08-24
204398,26-35ÀÍ,1,4,2010-08-24
204399,36-45ÀÍ,0,4,2013-05-05
204400,36-45ÀÍ,2,3,2016-03-06
204401,36-45ÀÍ,2,3,2013-05-05
